Username,Isi komentar,Jumlah like komentar,Waktu komentar
@SantiLuki-o9u,"Mana mau tuh chanel ngebahas bobrok nya pemerintah,  Menurut keyakinan saya ni orang di khususkan jadibuzer buat ngebersihin nama pemerintah.😂",0,1 bulan yang lalu (diedit)
@diaschannel5688,"Sebenarnya, untuk daerah, paling penting pemerintah daerah yang dipilih. karena mereka paling dekat dengan rakyat. kalau pemerintah daerah ga peduli tapi lapornya ke atas baik2 saja ? 🗿🗿 maka dari itu sangat penting memilih pemimpin daerah",0,1 bulan yang lalu
@ekotutik3997,"mana berani om dedi.dekat dng penguasa😂😂,,coba bikin konten bagusnya MBG,baru cepet2 nyari ide",0,1 bulan yang lalu
@queencancerstories7094,"Sbenernya kasihaaan sii, kok bisaa anak 10th mikir sejauh itu, tp kita juga gak bisa nyalahin orang2 lain..  Harussnyaa yg wajib TANGGUNG JAWAB orang tuanyaaa..  Apalagy itu sampek punya anak 5 🥺",0,1 bulan yang lalu
@BngWann,Udh slesai,0,1 bulan yang lalu
@arjunalubis805,Emang berani ??? Hahaha .,0,1 bulan yang lalu
@pejuangsenyum92,"Lebih tepatnya yang mengetahui ya pemerintah setempat tempat tinggal si anak itu bang , bukan pemerintah pusat , pemerintah pusat hanya tinggal ambil tindakan kepada pemerintah setempat , kenapa hal memalukan ini bisa terjadi di daerah mereka memerintah , sampai setragis itu cuma gara gara hal sepele , usul untuk menteri pendidikan dan presiden , usul saya jangan lah segala program MBG yang dilaksanakan ke setiap sekolah sekolah , permintaan rakyat cuma 1 pak , gratiskan 100% anak anak di indonesia ini untuk bersekolah , gratiskan seperti (SPP DAN LAIN NYA SEPERTI BUKU BUKU MATA PELAJARAN ,  PERLENGKAPAN SEKOLAH GRATIS YANG DITANGGUNG 100% OLEH PIHAK SEKOLAH , udah pak rakyat ngga muluk muluk , ngga usah lah segala ada program MBG toh sampai kecolongan juga ada kasus anak SD sampai ada niat bunuh diri karena tidak mampu membeli perlengkapan untuk bersekolah😢",0,3 minggu yang lalu
@heninurhaenipaser,"Kayaknya kurang menjual, kasus bundir pada anak dengan latar belakang orang tua yang broken home, bukan cuma soal kemiskinannnya yang mencuat, tapi persoalan rumah tangga mereka juga, minimal dibilang kalo dah tau miskin jangan bikin anak banyak2, karena dekat rumah saya ada kasus serupa, orang tuanya cerai anaknya ikut ibu, bapaknya ga peduli ga nafkahin, mamanya marah2 terus, awalnya orang empati sampe nyalahin pemerintah setempat kok bisa ga sepeduli itu, akhirnya setelah tau latar belakangnya  orangtuanya yang jadi bahan pembicaraan, orang sampe bilang mungkin Tuhan kasian sama anak itu, lebih baik begitu daripada hidup seperti itu",0,3 minggu yang lalu
@JokoSupriyono-s1r,"Apa sih ,gak jelas lol",0,3 minggu yang lalu
@syamsularifin5616,"Mana brani Dedy angkat peristiwa anak NTT bunuh diri gara gara kagak bisa beli buku sama pena, karena efeknya akan mengguncang   Prabowo...",0,3 minggu yang lalu
@bismarginanjar7557,Apapun progam pemerintah kalau masih pejabat masih begini tetep aja susah!! Ini bukan masalah progamnya tapi SDM nya Mau MBG mau sekolah gratis kalau dari atas sudah gak bener sampai rakyat juga gak akan jalan,0,2 minggu yang lalu
@Bhr777-g7l,"Percuma, ga akan dibanggap... Emg mereka mikir kl misal anak sd metong bakal ngaruh ke mereka? Mereka seneng2 aja berkurang tanggungan",0,2 minggu yang lalu
@DedetCarundeng,Up,0,2 minggu yang lalu
@tuadijalan,tar pemerintah jelek namanya😅,0,7 hari yang lalu
@user-s3q1s,"Percuma aja di up, pemerintah indonesia? Liat aja presiden dan wakilnya, gimana bawah bawahannya lagi 😭.  Kesengsaraan rakyat daeeah terpencil udah dr dl... diem aja tuh pemerintah KITA..",14,1 bulan yang lalu
@tahukotak2724,"​​ @user-s3q1s itu gara gara partai lu berkuasa 10 tahun, semua sistem ketatanegaraan hancur ekonomi hancur, kemana aja lu 10 tahun kebelakang zer ?",5,1 bulan yang lalu (diedit)
@rohaimanchihasin5549,​ @user-s3q1s lah😂 kok kesono Om...,0,1 bulan yang lalu
@duniakita1218,​ @user-s3q1s nah simple kan langsung salahkan president nya. Wkwkkw. Padahal ada rt-rw-desa-lurah-kecamatan.. itu semua kmna.  . Ga usah itu dulu .. tetangga kmna...,0,1 bulan yang lalu
@bozzdicky,hapus mbg dialihkan untuk pendidikan gratis,27,1 bulan yang lalu
@steamcom6494,"​ @bozzdicky  kelihatan lugu anda bung, dana BOS sama PIP aje dimain2in apalagi proyek laen 😂",18,1 bulan yang lalu
@yVesorizz," @bozzdicky  pendidikan emang gratis oon buat yang negeri, yang bayar mah swasta, tapi swasta sekalipun juga bisa gratis tapi lewat jalur prestasi, ada juga sekolah rakyat yang gratis bahkan duit jajan sekalipun lu dikasih sama sekolahnya asal lu lolos ujian masuknya. asbun banget buzzer satu ini komen tanpa research wkwkwkwk",5,1 bulan yang lalu
@ananda86-g5f,​ @bozzdicky ada SR gratis tis Cari info dulu napa,0,1 bulan yang lalu
@hastomowidayat,"Sempet salah nulis gue, yang gue hapus. Hehe, jadi yang di undang siapa? RT RW nya? Kak Seto? Komnas HAM? Pak Prabowo?  Ini pasti dibahas di konten IG yang gak pakek Baju itu lo bro, emang menyesakkan tapi lihat2 waktu lah. Bukan karena gak di up di youtube terus jadi om Ded loe katain buzzer MBG. Waktunya itu lo bro bro.",13,1 bulan yang lalu
@santuycuy14,Jangan apa2 langsung ke pemerintah pusat !!  Minimal dari kades dulu itu data ga warga2 nya yg miskin? Terus dilaporkan ke bupati / gubernurnya biar dapat bantuan??  pemerintah pusat ga bakal tau kalo ga ada laporan dari pemerintah daerah,7,1 bulan yang lalu
@faisalramadhani5537,Jangan di UP untuk kasus bundir. Takutnya tidak memberikan contoh,6,1 bulan yang lalu
@yogysuryas.h9833,Faktor kluarga jg soalnya gan,4,1 bulan yang lalu
@asyo_cannel7928,Mana mau dia orang pemerintah kan dia gak independen dia,2,1 bulan yang lalu
@sonisofian-mp7sh,lo aja yang up,13,1 bulan yang lalu
@idhchen3518, @sonisofian-mp7sh ciri org gak punya empati,3,1 bulan yang lalu
@indahpedalaman,​ @sonisofian-mp7sh ?? Tolong di pake rasa empatinya,0,1 bulan yang lalu
@putriranie2247,Logikanya mereka buka aib mereka sendiri 😮 mereka gk bodoh loh . Lalu ap rencana mereka coba,90,1 bulan yang lalu
@dajjalsetan1116,"​ @putriranie2247 bukan aib Sueb. Orang Amerika jg banyak yg bener ditambah lawan politik trump. Jd aib2 lawan dibongkar. Ini jg tentang kemanusiaan yg melawan Tuhan, program2 dajjal tersembunyi. Sama halnya diindonesia banyak jg org jahat masa org2 baik mau diem2 aja.",44,1 bulan yang lalu
@dheaishen7989,​ @putriranie2247 betul manusia mana yg mau buka aibnya sendiri😂😂,4,1 bulan yang lalu
@bearishchef,"​ @putriranie2247 bukan gitu, klo menurut gua disana masih ada orang baik yg mau memperjuangkan kasus ini. ga semuanya jahat ya.",19,1 bulan yang lalu
@HolilahIbu-g7u,Akan ada potensi terseram umat manusia di antara tahun 2026 sd 2030. Perkuat iman dan perbanyak berdzikir.,39,1 bulan yang lalu
@sellazein3490,​ @HolilahIbu-g7u potensi terseram gimana maksudnya? Perang dunia?,5,1 bulan yang lalu
@cnchannelss,​ @HolilahIbu-g7u  lebih seram isi dompet menipis😅,0,2 minggu yang lalu
@Awi-md2fr,"​ @HolilahIbu-g7u  ga perlu ada yg di takutin selama kita mengikuti petunjuk yg telah menciptakan kita, semua yg terjadi didunia ini bahkan didalam semesta ini sudah tertulis skenario nya di Lauhul Mahfudz, tinggal kita jalanin hidup sesuai petunjuk yg udah diberikan, dan lakukan yg terbaik untuk kematian kita nanti, karna semua yg berjiwa pasti akan mati. Solusinya belajar mengenal pencipta kita, dan belajar tentang petunjuk yg diberikan pencipta kita untuk menjalani hidup ini.",12,1 bulan yang lalu
@VC.PrishaChloe,"kasusnya jg melibatkan org2 besar, pun kita masuk dlm agenda rncana besar brikutnya lantas apa yg bs kita prbuat buat melawan mrka. jngnkn buat mmprsiapkan mlindungi org2 trsayang, buat brtahan hidup aja masih struggling",121,1 bulan yang lalu
@Rumahku_rinalusiana," @VC.PrishaChloe intinya ttp bljar jangan sampai kita mau dijadikan budak mereka, hidup kan memang berjuang ya, ya kita trus brusaha dan berjuang aja, kl pun suatu saat kita mati jangan pernah takut kita mati, minsetnya itu harus tertanam ya udh yg penting kita berusaha, ga takut apapun bahkan kita ga boleh takut mati, dan banyak belajar",24,1 bulan yang lalu
@DafirAlfalah,Iya juga,29,1 bulan yang lalu
@bundarajaraya2572,"Bener kayaknya sengaja dibongkar untuk bikin ke distract, sepertinya mereka sedang merencanakan sesuatu yg LBH ngeri..",97,1 bulan yang lalu
@faaburiyan851,"Betul padahal ini juga berita lama (ntah Chanel apa dulu ngasih tau ada file yang bisa diakses di website resmi pemerintah US, pernah ane coba liat beberapa foto juga), ntah kenapa baru viral sekarang di Indo😂 gampang banget dah kegiring(kegoreng) isu baru sampai lupa isu yang lebih penting di negeri sendiri",21,1 bulan yang lalu
@HolisMajid-q4j,​ @faaburiyan851 bodoh banget emang berita ini udah lama tapi filenya yang baru di buka tahun ini kasus ini udah dari 2005 pea jangan sok elit,13,1 bulan yang lalu
@houseoftyrell1544,"​ @faaburiyan851  keliatan situ cuma ngikutin tontonan lokal, Epstein udah berpuluhan tahun tapi di tutupin pemerintah Amerika dan baru beberapa hari ini emang baru di buka semua expose bukan knp baru viral sekarang, emang selalu viral Epstein dari jaman Biden sampe skrng Trump jadi presiden pun terus dikejar ga dibuka, situ yg ga pernah ngikutin berita global.",10,1 bulan yang lalu
@hennysuciyanti1176,"Biarkan lah mereka sibuk berenca, Allah semua yg akan menjadi putusan terakhir, yg menjadi konsen sekarang jaga diri masing2",20,1 bulan yang lalu
@marselluang3045,Benar juga ini kasus kan 2019 sengaja dimunculkan dioermakanan biar agenda baru tetap dirahasiakan,13,1 bulan yang lalu
@riangriang950,"Kalaupun ini dongeng ada baiknya untuk diperhitungkan...gue salah satu yg ngga menganggap kasus Epstein ini beyond bgt, sebelum kasus dia pun gue ada keyakinan hunger game itu base km real life...contoh dubai, mereka udah mulai bingung cari hobi akhirnya bikin hobi nyeleneh...dan kalo soal israel gue ga ngerasa mereka spesial, jd kalo ternyata Epstein ini juga cuma proxy israel ya ga kaget...pernah liat di sebuah deep web ada maniak sex yg fantasinya ngikutin si korban setiap hari sampe dia bunuh pelan2 dan diperkosa dari pinggang si korban sebelum mati kehabisan darah...dunia ini ga sedikit yg kelainan/gangguan jiwa/sex, sederhananya banyak pasangan level ekonomi masih garis bawah tp sikopat/kdrt...bayangin kalo sikopat orang yg level ekonominya unlimited? makanya gue percaya kalo hunger/squid game itu nyata....di sebuah kota tiongkok ada sebuah tradisi makan janin bayi perempuan untuk vitalitas",50,1 bulan yang lalu
@glglglgl-y6c," @riangriang950  kasus org psikopat berduit. 11 12 sama p diddy, atau penjabat punya kerangkeng atau kl mau extreme, jaman dulu ada tuh video2 3gp juragan timur tengah hobinya bacok leher orang. bayangin kl sumanto punya aset kripto 100T, fix pasti jd konspirasi illuminati.",7,1 bulan yang lalu (diedit)
@blackpearl5268,"​ @riangriang950  kalo dari sisi kelainan nya emang iya tentunya banyak kejadian sadis seperti itu, tapi masalah nya yg terjadi di kasus epstein ini orang"" yg terlibat itu adalah orang"" besar, orang"" yg berpengaruh, jdi mungkin dampak kedepan nya akan berbeda seperti kasus"" pembunuh atau psikopat lainnya, kasus epstein ini berdampak global dari banyak aspek, bisa saja berpengaruh pada politik dunia,dll..",3,1 bulan yang lalu
@rin7109,"​ @riangriang950 di Kosovo/botania daerah sekitar sana. Dulu warga sana dijadikan buruan sama orang orang berduit asal Italia, mereka ditembaki entah itu anak anak ataupun orang tua",2,1 bulan yang lalu
@gumilarfadly,"Agenda lain yang sedang berjalan ya AI bro... efek nya luar biasa ""FITNAH DAJJAL"" mulai bertebaran ditangan orang tidak bertanggung jawab",9,1 bulan yang lalu
@ovtari6573,"​@gumilarfadlycoba deh debat sama AI, about AI lu program buatan dr antek isrwl/yhdi yg tersesat, etc²  jawabannya pasti diplomatis/template malah dikira kitanya yg marah² di AI 😂",0,1 bulan yang lalu
@alfifauzan2367,Gua sih mikirnya apa ini yg dimaksud fitnah terdahsyat yg akan mempercepat munculnya dajjal..jadi ada agenda tersembunyi buat mempercepat kemunculan dia,121,1 bulan yang lalu
@alialmubarok9956,"​ @alfifauzan2367 betull pada dasarnya seperti itu dan kalo kita lihat literatur hadist dan ijma mayoritas ulama Aswaja yg menerangkan dgn gamblang, memang faktanya seperti saat ini, tentang entah perubahan geo politik global yg terjadi pada saat ini, begitupun tanpa disadari terbawa di dalam politik serta ekonomi di lokal,.   Yahh intinya jelas fitnah Dajjal itu dahsyat dan benar adanya penjelasan para ulama, tentang panah2 Dajjal yg keluar, yah mungkin seperti pembahasan di dalam video dan berita2 maraknya pembunuhan dan lain sebagainya yg terjadi.",26,1 bulan yang lalu
@bergetar891,"​ @alfifauzan2367  pada kenyataannya dajjal itu sudah ada dan sudah muncul bang, 30thn terakhir dajjal sbnrnya sudah terbentuk dan skrg sudah mulai 😊 jika orang² menganggap dajjal itu sprti yg diceritakan orang² zaman dulu. Itu salah. Dajjal itu pada dasarnya adalah sesuatu yg melawan Tuhan. Semisal kalian skrg merasakan hal² yg mengindikasikan melawan/melampaui batas dgn keserakahan. Disitulah letak dajjal.  Sehat selalu saudaraku, semoga Tuhan membukakan kita semua pengetahuan atas riwayat kehidupan dan belajar utk mengambil sebuah keputusan kedepannya. Rahayu 🙏",2,1 bulan yang lalu
@Akai-s8b,​ @alfifauzan2367 lu sadar GK yang di maksud Dajjal itu adalah hand phone kita?????,16,1 bulan yang lalu
@DavidVilla-z7r,tul seperti ternyata dana darurat itu sangat penting 😂 kita ga tau kapan mereka akan memulai kerusuhan global LAGI,8,1 bulan yang lalu
@Jambubiji-d2r,gongnya itu kita hidup ternyata diatur mereka🤣🤣,6,1 bulan yang lalu
@IisKomalawati-f3m,"Fokus pada keadaan kita di negeri kita ini, kasus Epstein cuma segelintir umpan untuk mengalihkan perhatian kita (WASPADA)",6,1 bulan yang lalu
@anggapangestu2887,the fuckk cinemaaaaaaaaaa,5,1 bulan yang lalu
@fajarevek7104,"Gua setuju sih ini, harusnya kita pasti sudah pernah dengar beritanya jauh di 2017 kebawah tentang elite global ini. Namun memang beritanya sudah basi saat sampai dikita, kebanyakan mereka yang telah membongkar keburukan elite global, Jews, pedofil dan Baal ini mereka telah pada hilang dan meninggal semuanya, Kayak Komisaris CIA dulu Dokter penemu obat hiv, cancer dll mereka hilang dulu dan di bungkam sebelum ini terbongkar",5,1 bulan yang lalu
@rainkissedfig,"Di level rendah aj mau bikin rumah makan laris ada pesugihan, tumbal dan semacamnya nggak mungkin untuk kekayaan dan kekuasaan di level global ga  ada harga yg harus dibayar. Horrible. Klenik lokal yang sajennya kopi item ama ayam cemani ga ada apa apanya",5,1 bulan yang lalu
@mikaelyeremia5713,Betul ni setuju. .  Ini hal sensitif bgt harus nya tapi dengan gampang nya dibuka.. Bagi mrrka elit global ni uda mainan lama yg emg uda wktunya dibuang..,5,1 bulan yang lalu
@Lampusepeda,"🛑 Ternyata masih ada 10,53 persen penduduk Jakarta yang cerdas dan out the box…… Sisanya sama kayak Panji…. (Menurut keyakinan Saya !… Haha)",5,1 bulan yang lalu
@radians8592,"Pantengin trs B0P deh, new gaz4 cuma kedok, utamanya mrk mau bangun third t3mple dgn seminim mungkin konflik dan seminim mngkin menarik perhatian",4,1 bulan yang lalu
@LinaE52,"Jagalah dirimu dan keluarga mu dari api neraka, semua ini sdh takdir Allah, bagaimana kita menyikapi utk lebih menuntut ilmu syari yg sesuai Al qur'an dan sunnah sesuai pemahan salafusolleh, dan menjalankan apa di perintahkan Allah dan meninggalkan apa yg di larang oleh Allah, yg lebih dahsyat lagi nnti akan keluar yg benar"" dajjal laknatullah si mata satu, yg mengaku sbg Tuhan",4,1 bulan yang lalu
@okytrihidayat9960,"Kemudian di saat kita berfikir bahwa kita dalam agenda besar berikutnya, di saat itu juga apa yang kita pikirkan saat ini merupakan bagian dari agenda berikutnya. Selanjutnya dan berulang.",4,1 bulan yang lalu (diedit)
@LeniSuciati-u4o,"Betul, kalau baca buku ensiklopedia kiamat makar didepan akan jauh lebih dahsyat , padahal ini diepisode ciri kiamat kecil, astagfirullaah",26,1 bulan yang lalu
@oiblenk5540,Baru kepikir gitu.. pinter juga lu.. makasih infonya,3,1 bulan yang lalu
@catrina2525,"ya gak masalah, orang yg belum tahu sama sekali biar memahami juga. ada yg masih nol pemahaman.",3,1 bulan yang lalu
@partsholabox9540,Salah satunya ya project AI ini. Ini agenda busuk mereka yang lagi dikembangkan secara massif.,3,1 bulan yang lalu
@KenziArka-z5r,Gak tingkat global ataupun tingkat lokal emang gitu cara kerjanya bre.. termasuk di negara kita sendiri.,3,1 bulan yang lalu
@muspidadamanik6841,Saya yakin ini hanya sebuah rencana Pengalihan issu untuk sesuatu yang akan lebih besar lagi dari cerita Epstein ini. Lagi lagi ini rencana Politik Trump untuk membuatnya menjadi Penguasa Dunia  Contohnya Trump mau nguasai Venezuela Greenland Gaza Iran dan menurut saya Trump itu DAJJAL!!!!!,23,1 bulan yang lalu
@adibingaboben714," @muspidadamanik6841  lamak matinya trump ini, hrsnya nabi dtg utk musnahin dajjal",1,1 bulan yang lalu
@althafsetio0171,Cerdas,2,1 bulan yang lalu
@aryzmaz6648,ya makanya akan ada black out ada ini itu virus baru yang di rencana kan kembali elit elit kebanyakan melilit,2,1 bulan yang lalu
@kikincibulan,"yep, polanya jelas banget.",2,1 bulan yang lalu
@KopianaMedia,Prepare yourself for back to your own spiritual journey... Semoga punya persiapan utk jerat fitnah dajjal❤,2,1 bulan yang lalu
@perahukertas5566,"smp mrk dpt ide klo ini bs dgunakan utk sbg agenda mrk,. thats why butuh waktu, utk cari manfaat sblm release.",2,1 bulan yang lalu
@dadansudrajat8395,gue setuju nih statement abang ini... ngeri ngeri,2,1 bulan yang lalu
@sanaz550,"Betul , kita terlambat lebih jauh dari rencana mereka",2,1 bulan yang lalu
@khadijahdhealova6214,Setuju,2,1 bulan yang lalu
@AbdullahRamadhan-ol2sq,Makasih infonya,2,1 bulan yang lalu
@amelyamakeup2413,ya benar,2,1 bulan yang lalu
@yantiday2826,"Yang sudah mengalamai awakening process, akan tersadar kalau mereka si elite gembel ini mainya di seluruh aspek kehidupan kita mulai dari Industri kesehatan, makanan, hiburan, lingkungan, politik, dan yang terakhi ag.... social media sebagai alat tercepat untuk menyebarkan isu-isu tersebut. Lo tau film Wall-E? Sekiranya seperti itu masa depan bumi kita ( dan mereka udah ngasih tau lewat industrri hiburan >film ) . Seru banget kalau ngebahas tentang elite gembel sama yang se frekuensi kalau gak se frekuensi saya pasti dikira gila HAHAH, orang-orang yang sadar secara spiritual pasti paham. ❤",2,1 bulan yang lalu
@siapasaja-ho2iu,Kalau disini seperti pengalihan isu,1,1 bulan yang lalu
@m123ab,Klw basi agenda baru harusnya tahu tu,1,1 bulan yang lalu
@indriamelia497,"agenda utama nya salah satu nya adalah mental break down se down down nya, sampai sakit mental mewabah",1,1 bulan yang lalu
@honmidr4742,"Nggak juga, karena selama ini mereke terus mengelak dan kasus ini justru jawaban kenapa para pemimpin dunia dan artis2 besar pada DIAM dan malah MEMIHAK ZIONIS karena rahasia2 busuk mereka akan dibuka kalau masih memihak kemanusiaan",1,1 bulan yang lalu
@minezweeper2976,Udah jelas next agenda mereka adalah Digital ID yg berarti kontrol penuh trhadap masyarakat. Silahkan perhatikan kebijakan pemerintah kita skrg dan berikutnya adakah yg seperti ini?,1,1 bulan yang lalu
@Anah_MF,Salah satu tujuannya untuk meruntuhkan elit lama. Si Illuminati ini. Illuminati semacam frontman nya...berarti CEO nya ada lagi,1,1 bulan yang lalu
@muhamadrizki8532,Justru kepercayaan masyarakat dunia  berkurang ke pemerintah,1,1 bulan yang lalu
@frydanamarawati6672,Ini udah lama tp bukti2nya baru terkuak,30,1 bulan yang lalu
@DaffK-z5t,​ @frydanamarawati6672  ya mknya Brita itu bna nglirkannke gosip artis yg ngk pnting2 bngt😂😂😂😂😂,1,1 bulan yang lalu
@mbeautyacademy2080,Betul,0,1 bulan yang lalu
@Tambunan.from.NorthTapanuli,July-Agustus = RESET,0,1 bulan yang lalu
@raufiqfk9732,Releat,0,1 bulan yang lalu
@keropi1610,"What if, masyarakat dunia curk dan bodoamat sama berita2 kyk gini dan sejenisnya, menurut lu bakalan kyk gimana bang?",0,1 bulan yang lalu
@christiciti2149,"​ @keropi1610 ya kayak Russian lah, mereka tu nggak ambil pusing berita yg nggak terlalu kena ke keamanan negara mereka. Mereka tetap wapada dari media"" barat. Nggak kayak masyarakat konoha yg kebanyakan masih bisa di setir ke-kiri ke-kanan, klo yg sdikit mungkin bisa untuk nyortir berita pengalihan kayak gini, mungkin..",2,1 bulan yang lalu
@BrookenHome-q2v,Gda yg mau nyantet/ngirim apa kek ke mereka😭🥲,0,1 bulan yang lalu
@sahrbinauk1349,Bisa... Bisa😢,0,1 bulan yang lalu
@zidatunnikmah5779,saya pun ada terbaca,0,1 bulan yang lalu
@rizky21badminton7,maksud nya gmn bg? anak bayi dengar suara org tua nya,0,1 bulan yang lalu
@Nursafi99,"​ @rizky21badminton7 aku juga ga paham,,,",0,1 bulan yang lalu
@SuryaOktaMaulana,"Yes it is true, banyak yang gasadar doj adalah bagian dari mereka, mereka buka2an dokumen bukan untuk membuka mata publik,tapi biar publik ""terlena"" kasus lama yang pelakunya dah mati di 2019, buktinya? Ya kok doj yang katanya ""netral"" sensor dan hapus banyak dokumen yang cantumkan pihak elit😂",0,1 bulan yang lalu
@pujiasri8834, @SuryaOktaMaulana ada foto epstein msh hidup  yg diambil sehari setelah dinyatakan meninggal,0,1 bulan yang lalu
@Mii-Chan-p8p,siapa yg ngasih bocoran tuh? hebat amat lu kek orang penting,0,1 bulan yang lalu
@So.raaaaaa,"Bener ka, tapi org miskin kaya saya bsa apa 😢 ilang juga gada yg ngeh",0,1 bulan yang lalu
@shankskeee7472,Ahh masa,0,1 bulan yang lalu
@zakiya.amiliyah,Om ded ayo bikin anti vaksin,0,1 bulan yang lalu
@pancakezz-y9c,"gw belum ke ka'bah. yaudahlah tetep bermoral aja, jangan ditiru yg buruk.",0,1 bulan yang lalu
@pancakezz-y9c,"gw jadi blank, YouTube ikut blank woowowk",0,1 bulan yang lalu
@lennyho2706,Apa untungnua mereka bongkar kasus ini kku gak ada agenda terselubung?,0,1 bulan yang lalu
@BanyuSamudra-y8p,Takut bngt bacanya ya Allah,0,1 bulan yang lalu
@hernawati9904,"Kalau dari semua kisah ini gak ada kelanjutan dan endingnya seperti apa, fix cuma buat mental down seluruh manusia di dunia",0,1 bulan yang lalu
@Evamar-h4j,Komen cerdas nih..setuju bsngat..dan bisa jd Allah bongkar semua krn srkarang sudah fi fase akhir zsman,0,1 bulan yang lalu
@hilmia_tussa,"Itu jelas, karena agendanya kan memang dibuat jauh2 hari. Sayangnya prediksi org2 lurus hanya dapat tertawaan sinis dari orng hamba tegnologi",0,1 bulan yang lalu
@Dianaguschanel,"Baca aja protokol of zion, kalau mau tau dalang dan wayang.",0,1 bulan yang lalu
@UmiDara-q3m,iya sihh.. tp bagus jg yg baru tau disini kyk saya. setidaknya mgkin dgn ini bisa waspada dgn agenda mereka selanjutnya,0,1 bulan yang lalu
@Lestariinaja,Ya sama kek projek idol sekarang rilis apa padahal udah latihan projek baru,0,1 bulan yang lalu
@nrptr,"""pengalihan isu""",0,1 bulan yang lalu
@vhavha6713,Takut bgt hidup jaman skrg,0,1 bulan yang lalu
@dajjalsetan1116,Knapa ini baru dibongkar. Mungkin org2 sana udah sadar bahwa sudah saatnya trump ini jatuh ga semua org amerika jahat dan di pihak dia ditambah lawan politik. Mungkin org ini kuat jd bisa mengungkap semua.,0,1 bulan yang lalu
@nyambiewae9323,Gw bersyukur anak gw ikut antivaksin. Tp gw juga mikir vaksin disuntikkan kepada banyak manusia otomatis kena bagi yg ga vaksin. Dan kemungkinan juga yg g vaksin lebih rentan. Emang klo kena batuk lama banget 😢. Allahuallam,0,1 bulan yang lalu
@balibudaya3802,Sangat setuju. Persiapan yg justru akan mengantarkan kita ke kehidupan normal. Dekat dgn alam. Hidup bersahaja. Menguatkan komunitas.,0,1 bulan yang lalu
@rimizu12,"Agenda barunya kalau di Indonesia ya scan mata digital tuh SIM card, sama cuaca buatan yg bikin hujan ekstrem dan bikin bencana.",0,1 bulan yang lalu
@ardstrsaddict7459,(Thread Bram.12x),0,1 bulan yang lalu
@triwahyuningsih2452,Setuju banget,0,1 bulan yang lalu
@Black_luverz,Sepemikiran,0,1 bulan yang lalu
@annuriit8095,bener,0,1 bulan yang lalu
@aririzkydermawan8087,"Bukannya berita terkuatnya kmren 7hari pemadaman listrik dsb itu, tetiba kenapa jadi epstein skrng, dan knp bisa terbuka dan tujuan apa dibuka",0,1 bulan yang lalu
@Valenesia,"Kan sdh dibilang kalau pengalihan issue apakah perlu segila ini perbuatannya hanya demi pengalihan issue?  Jadi akhirnya kita stak issue pengalihan issue sj, dan cancel itu kejahatan besar dan mengerikan?",0,1 bulan yang lalu (diedit)
@mikaanshari1172,Ya iya lah.. Ga mngkin sekelas trump dan elon punya uang dan kuasa ga bsa nutupin kasus kaya gini.. Ya pasti ad sesuatu yg lbh bsar mereka pertaruhkan,0,1 bulan yang lalu
@zidanaidan3251,Cuma bs tawakal aja dgn segala rencana dan keputusan Tuhan.. Krn ngeri menghadapi manusia2 yg bahkan iblispun ngaku kalah sm mereka dlm urusan makarnya...,0,1 bulan yang lalu
@Holy_Mewne,Halu,0,1 bulan yang lalu
@vazzamuyassir1502,Memang akhir2 ini keliatannya kayak ada agenda pengalihan isu terencana yah,0,1 bulan yang lalu
@fajridarma9432,"Betul bang, dia pengandali dan dia punya semua akses masa dia nggak tau di sini. Ini udah basi sih. Narasumbernya ntah dari mana yang anak muda nih nih😅😅😅",0,1 bulan yang lalu
@manado29,vaksin 😅  ...,0,1 bulan yang lalu
@FNA-channel11,Bener sih  Hal kecil aja Liat berita ini lalu cari di youtube dan anakku barusan tanya rada tak kuhiraukan😢,0,1 bulan yang lalu
@pujisriati3585,Sepakat ga mungkin di ijinkan di bongkar kalau tidak ada persiapan...,0,1 bulan yang lalu
@taehyungwibuu,"Gila ya para elit global saking bisa beli semuanya mereka bersenang senang dengan mengekploitasi manuisa,berty SQUID GAME itu ke nyata aja permain elit global",0,1 bulan yang lalu
@shazanadhiyaayuni7068,"Gw ketar ketir sama si virus nipah ini, tkut season 2 lockdown",0,1 bulan yang lalu
@abiedemmy,"Iku jenenge pebisnis om, langkahe maju ngarep duduk jalan di tempat",0,1 bulan yang lalu
@flocass1,ini konspirasi pizzagate yg pernah di bahas channel nessie judge bukan sih ?,0,1 bulan yang lalu
@riyan.a3305,"Sudah pernah dibahas oleh pak hendropriyono kalau ga salah,entah di podcast atau wawancara apa aku lupa.",0,1 bulan yang lalu
@sadamnugroho9257,"Membuka aib sendiri yg sudah basi , ada hal besar yg direncanakan dan kita tidak tau",0,1 bulan yang lalu
@gresyamutiaraaquilanigitan2284,emang sengaja diumpankan sih [para dewa-dewi  ketawa-ketiwi di belakang layar melihat para semut belingsatan disirami remahan fakta keasyikan mereka mempermainkan dunia] sebagaimana kartun simpson...........dan emang gak bisa mengubah apapun yang sedang dialami milyaran semut penurut sih,0,1 bulan yang lalu
@JefriIrawan-n1z,Buset berita apaan lagi ni.. Mana banyak buzzer lgi 😅,0,1 bulan yang lalu
@rizkigame7404,Fakta bro..kelas entee,0,1 bulan yang lalu
