Username,Isi komentar,Jumlah like komentar,Waktu komentar
@andryanarinudin3832,Ah elu aja paranoid...segala kejahatan ini udah ada dari jaman purba.,0,1 bulan yang lalu
@syaidakhmadnovian19," @andryanarinudin3832 paham arti kalimat saya “kasus ini keluar” Menurut pendapat gw ini sengaja disebarluaskan dgn tujuan demikian. Kalau mslh jenis kjhtn ini udh ada dr zaman purba, mungkin iya, tp kan zaman dlu hnyr trjd dan berdampak kecil di lingkungan tertentu saja.  Sdgkn yg skrg dampaknya pasti luar biasa. Contoh simple, korupsi di indo terasa biasa apalagi jika nominal dibawah ratusan triliun. Bandingin kalau korupsi kejadian di Jepang. Pahamin konteks lh",1,1 bulan yang lalu
@Pinkychokoo,Luh yg salah paham,0,1 bulan yang lalu
@JustPras,Sekecil apapun kejahatan tetaplah kejahatan jgn dianggap enteng harus jauh jauh dihindari itu yg harus dijaga bkn membandingkan kejahatan yg satu dgn yg lain,0,1 bulan yang lalu
@Malulbulul-u4h,Top komen🎉,0,1 bulan yang lalu
@Rikorick-tw4wq,Lu itu overthinking tapi kudet hahahaha. Justru 2 hal ini yg akan menormalisasikan keparnoan lu jika ada di benak netizen kebanyakan,0,1 bulan yang lalu
@SautRegar-i7z,ngomong gak jelas..gagu apa,0,1 bulan yang lalu
@tokofanata-i5v,"Betul sekali ini tujuan mereka,..",0,2 minggu yang lalu
@jeihanaliya4931,"FAKTA BAHWA TIDAK ADA SEORANG MUSLIMPUN DI EPSTEIN LIST, MEMBUKTIKAN BAHWA ALHAMDULILLAH AKIDAH ISLAM LEBIH BAIK, WALAUPUN DEDDY CORBUZIER TETAP MENCOBA MENGGIRING OPINI BAHWA ISLAM ITU BURUK DGN MENGANGKAT ISU KISWAH KA'BAH & PARA HAMBA D474L TERUS MEMFITNAH ISLAM",5,1 bulan yang lalu (diedit)
@sansproject__,bru mau komen gini,1,1 bulan yang lalu
@HeryIswanto-kq6ey,"Kok sepemikiran menuju kesono, bener sih",0,1 bulan yang lalu
@wisnuekasatria4623,"Nah seharusnya mereka jrx sama dharma pongrekun. Ayo dong om, jangan ga enakan sama temen2 komika atau selebriti yang sempat ngebilang mereka halu. Ini sudah jadi bukti, kalo jrx dan om dharma itu benar!",162,1 bulan yang lalu
@natashadillaameilia1334,"​ @wisnuekasatria4623 bener. Dulu aja Lord Rangga dibilang halu, pas kebukti baru deh.",24,1 bulan yang lalu
@RSyahdu,"Disayangkan sekali masyarakat kita prinsipnya ngga percaya ular itu berbisa kalau belum dipatok sendiri,  Giliran dipatok ngga tau ngobatinnya.  Semua informasi yg dianggap halu asal tujuannya bijak..tolonglah perlu diperhatikaan dan diwaspadai",29,1 bulan yang lalu
@Oeehyasa,Up JRX,28,1 bulan yang lalu
@Ekyz11,Padahal jerinx ga halu,14,1 bulan yang lalu
@supriindramayu,"Covidnya emang bener ada,tapi bahayanya tidak seperti yg diberitakan selama ini. . . .",10,1 bulan yang lalu
@teguhsentosa49,"​@supriindramayu ya kyk pandemi flu burung dulu, tapi saat itu menkes kita bagus 👍",7,1 bulan yang lalu (diedit)
@fadhilharis7714,​@supriindramayumemaksa keadaan wkwk padahal jelas udah di bikin strateginya buat plamdemic,2,1 bulan yang lalu
@wilandra98,​@supriindramayulebih tepatnya bisa bahaya bisa enggak tergantung kondisi dan situasi. Tapi orang-orang yg pikiran pendek yg dikit² konspirasi malah ngomporin buat abai dan gak percaya sama sekali. Justru mereka jangan² yg antek² elit global biar daya hancur virusnya lebih luas.. 😂,1,1 bulan yang lalu
@jkfarmhouse791,Dharma Pangrekeun up,43,1 bulan yang lalu
@sandysetiawan7611,SETUJU BANG,5,1 bulan yang lalu
@foden3671,Up,5,1 bulan yang lalu
@kidikids1862,JRX 🔥,5,1 bulan yang lalu
@melar9867,"Bang ded,undang babeh Aldo terkait cov1d Beliau juga termasuk yg bersuara lantang tentang itu,termasuk saat podcast dgn Alm Dr.Loi5",30,1 bulan yang lalu
@wiwinhandayani5020,"dan jgn lupa ketemukan ama panji,felix dan teman2 om ded yg ngetawain beliau",4,1 bulan yang lalu
@henichristi3899,​ @wiwinhandayani5020 panci lagi. gaduh gada solusi.,0,1 bulan yang lalu
@aimanshodakh,​ @wiwinhandayani5020 si panji tukang ngibul sampai sekarang di kabur ke amerika 😂😂😂,0,1 bulan yang lalu
@roniwibisono2810,up jrx,4,1 bulan yang lalu
@riswanrahman5601,Up,3,1 bulan yang lalu
@riyandhani6697,Smaa kata2 almarhum bnyk yg kebukti,2,1 bulan yang lalu
@AjiKesuma-z2n,"mmg org halu / streesss ngapin di undang,.,ga ad yg mmbuktikan it benar dr dok epstein,.,otak kalian ggal paham mencerna info bginian,.,.",2,1 bulan yang lalu
@ErsaGameJourney,"epstein itu udah dari lama, cuma baru boom skrg, gaperlu org pinter asal rajin baca brita pasti tahu",2,1 bulan yang lalu
@mangbentvisual6989,Dia pinter karna baca lol ​ @ErsaGameJourney ,1,1 bulan yang lalu
@AidanAmanda,Up jrx,2,1 bulan yang lalu
@ryanenrico2018,"Pak Dharma Pongrekun itu Bintang 3 Polisi , Sedikit banyak nya dia tau sesuatu yang tidak masyarakat luas tau , Tapi netizen ini banyak sok pintar malah mengolok ngolok beliau.",2,1 bulan yang lalu
@murid_kehidupan,Udah pernah. Dan saya ga sanggup nonton sampe akhir karena ekspresi dan statement2 Mas Deddy seperti sgt meremehkan Pak Dharma.,2,1 bulan yang lalu
@henichristi3899,​ @murid_kehidupan Respek kagem Jend. Dharma,0,1 bulan yang lalu
@JepriAlamo,Iya benar banyak yg berkicau pak dharma halu ''' sekarang baru paniknya,2,1 bulan yang lalu
@niekewardhani9481,Up,1,1 bulan yang lalu
@Mainsantaiofficial,Gas om,1,1 bulan yang lalu
@AdhiMoya28,Setuju,1,1 bulan yang lalu
@hanandlio,"Jering itu dulu gak percaya covid, halu lah dia berarti",1,1 bulan yang lalu
@denikristiawan386,"​ @hanandlio kata siapa? Dia percaya covid, cuman gak percaya dampaknya sampai segitunya ... Dia percayanya covid itu plandemic",1,1 bulan yang lalu
@giligalih360,JRX sampai Dipenjara karna mengatakan Covid kacung WHO,1,1 bulan yang lalu
@murid_kehidupan,​ @giligalih360 mirip2 sm Bu Siti Faddilah. Caranya Membungkam ya dipenjara.,1,1 bulan yang lalu
@ramospasaribu,Bahkan zaman covid pak dharma pongrekun pernah ribut dgn Sambo karena masalah pak dharma gak mau pakai masker,1,1 bulan yang lalu
@muhamadtrio.24,Uppp,1,1 bulan yang lalu
@firascantik5197,Up,1,1 bulan yang lalu
@rimizu12,"Kalau bisa satukan dalam satu frame sama dr Tirta dan para komika yg bilang mereka halu , bakal seru 😂",1,1 bulan yang lalu
@Niaaaa2512,Jendral darma undang lagi om,1,1 bulan yang lalu
@YaniMulyani-s7s,"Setujuhhh,,, gas om ded palagi jerinx sama kena jeruji besi gara² covid 😂😂😂  Layak jerinx jadi pahlawan bangsa minimal pahlawan provinsi lahh, pahlawan dari bali  Btw pasti banyak hal yg mereka berdua tau tentang elit global",1,1 bulan yang lalu
@minezweeper2976,"Kita byk focus covid-nya, tpi racun yg sebenarnya adlh vaksin.",1,1 bulan yang lalu
@RiyanaYauan-j2k,UP,1,1 bulan yang lalu
@ExploreAiFun,Ada waktu itu sangat vocal namun di apresiasi kurang beliau Jerinx Pak Dharma Bu Siti Fadhila S,1,1 bulan yang lalu
@afaninramanuju7772,Up,1,1 bulan yang lalu
@AsmaLinggau-d2v,Up,1,1 bulan yang lalu
@anjaschanel4961,Vaksin 1 2 3 Berarti propaganda nya,1,1 bulan yang lalu
@masdiasfmb,"Yg ngotot harus vaksin dulu bukannya Luhut, dia harus bertanggung jawab",1,1 bulan yang lalu
@benyaminsirait4128,​ @masdiasfmb   luhut otaknya hanya pikir cuan  😅😂,1,1 bulan yang lalu
@munandar90,Up,0,1 bulan yang lalu
@antoniusjanisjah9437,Af,0,1 bulan yang lalu
@rahmatsyah.arifinsinaga,Up,0,1 bulan yang lalu
@yudhiprayudha2689,Up ditunggu,0,1 bulan yang lalu
@wahyuyuni3659,Up,0,1 bulan yang lalu
@ekadamayan9790,Up,0,1 bulan yang lalu
@fjrdnkiki,Up,0,1 bulan yang lalu
@Masuknerakamahal,Up,0,1 bulan yang lalu
@zakiya.amiliyah,Om ded bikin anti vaksin yuk,0,1 bulan yang lalu
@agnijanuzazrido1138,naaahhh betullll seharusnya iniii yg diundang,0,1 bulan yang lalu
@ryanriana5675,up,0,1 bulan yang lalu
@sririzki4644,Uppp,0,1 bulan yang lalu
@wongndeso1500,Up la H,0,1 bulan yang lalu
@AnggaCeria,Mana mungkin. Jrx itu musuhnya Dedi,0,1 bulan yang lalu
@QiwzPro,UP,0,1 bulan yang lalu
@AfandiAfandi-b2n,Setuju.....,0,1 bulan yang lalu
@mahezasheenbey8467,Up,0,1 bulan yang lalu
@cayniner,"Buat bagian Epstein dan Bill Gates komunikasi lewat email untuk bikin ""pandemi"" itu fake ya... hoax. Itu gaada di Epstein Files.",0,1 bulan yang lalu
@bianxxxGaming,"Timoty Ronald juga paham, Dia bahkan Cuma Pesta Pesta miras di Bali bareng teman² yg tajir.. Pakai private jet gk ada karantina.. Katanya asal ada uang babas..",0,1 bulan yang lalu
@alialmubarok9956,Up again om ded,0,1 bulan yang lalu
@reymisterius9482,kalau yang ngikutin Twitter.Sebenar nya kasus Epstein udah lama di beritain sebelum covid ada .,0,1 bulan yang lalu
@MuhamadIlham-n9k,Dharma upp,0,1 bulan yang lalu
@natefuers,Bang Dharma Pongrekun mah di mata om Ded cuma omong kosong. Dia saja menertawakan DP dengan pemikirannya. Mana mau undang lagi.,0,1 bulan yang lalu
@elisabethelisabeth408,"Om ded kaga percaya sama pongrekun,dulu..",0,1 bulan yang lalu
@umexs1483,up dharma kun,0,1 bulan yang lalu
@dzulmyart,Up,0,1 bulan yang lalu
@taehyungwibuu,Ok dharma yg manipulasi ktp buat dia dftar gubernur kan,0,1 bulan yang lalu
@lovemeforever1129,Yess bnr,0,1 bulan yang lalu
@JosuaSimatupang-l1w,Undang darma dan j rinx,0,1 bulan yang lalu
@anjaschanel4961,Sialan bner gRa gara covid ga bisa mudik,0,1 bulan yang lalu
@tukidinangkamura2354,"Kekuatan orang-orang Jahudi itu sangat senyap.Soal kekuatan persatuan dan kesatuan bahwa orang Jahudi itu nomor satu di dunia.Lalu nomor 2 adalah Jepang,posisi nomor 3 Cina dan nomor 4 adalah Korea.",0,1 bulan yang lalu
@footballworldwide11,Setuju yang ini 🔥,0,1 bulan yang lalu
@Edwinroni86,Kita Lihat Apakah om dedi brani Undang JRX & Dharma pongrekun,0,1 bulan yang lalu
@zellozello203,Up,0,1 bulan yang lalu
@forjon9999,Jangan lupa undang juga Dr. Pengpeng 😁,0,1 bulan yang lalu
@msazimm,up,0,1 bulan yang lalu
@muhammadilhamnurdhuha9533,Up,0,1 bulan yang lalu
@Mas_Iyas,Up Dharma Pongrekun,0,1 bulan yang lalu
@adammuhammad7761,Sama dr Tirta,0,1 bulan yang lalu
@win3223__,"naah betul, dlu sempet ada ig & group tele nya jga. klo ga salah telur atau apalah ituu. sempet ngikutin 2thn an & sekarang udh ga ngikutin lgi. disana dlu bro JRX aktif nyuarain isu” tentang itu semua",0,1 bulan yang lalu
@coolbanget663,kita udah di jajah tapi kita belum sadar dari covid aja kita merasa dibodohi sama umat Yahudi semoga kita selamat sampai anak cucu kita,0,1 bulan yang lalu
@semutjantan5706,"Sampai kapan kita akan menjadi pelupa yg naif,,",0,1 bulan yang lalu
@MAgha-df7mu,Up,0,1 bulan yang lalu
@EkaPratamaPutra-z1g,Jrx & dharma p please omded,0,1 bulan yang lalu
@FirAnto,"Bentar. Pendiriannya apa dulu nih? Kalau covid ada tapi buatan manusia, oke. Masuk di Epstein. Tapi kalau udah covid itu ga ada, covid itu bohongan, ya ga masuk. Karena kenyataannya covidnya ada dan merenggut banyak korban.",0,1 bulan yang lalu
@nusajati9778,Iye mengaku salah menuduh halu g pp,0,1 bulan yang lalu
@relianaokta-dh1dv,Mending pada fokus agenda baru apa yg lg direncanakan elit global,0,1 bulan yang lalu
@Jelangpulang196,TOLONG BACA OM BOTAK,0,1 bulan yang lalu
@oginrd2924,up inimah,0,1 bulan yang lalu
@ramajaya-g1q,up,0,1 bulan yang lalu
@srisusilawati855,UP,0,1 bulan yang lalu
@haydaraly7939,Up,0,1 bulan yang lalu
@elpheaja,bener om.. undang mereak,0,1 bulan yang lalu
@idrussamury8436,Semua orang yang mempunyai uang tanpa meng imani agama nya akan berlaku seperti itu,0,1 bulan yang lalu
@semaraputra-d7q,Next Jrx x dharma,0,1 bulan yang lalu
@Ssyaartiara,Up,0,1 bulan yang lalu
@MexiPanguliman,Undang ulng pak Dharma pongrekun om ded,0,1 bulan yang lalu
@khlishisbulloh,Up JRX,0,1 bulan yang lalu
@Nathan_Rana,Skalian undang panji botak..  biar otak nya kebuka.. jangan cuma gw2nja doang di h!s2p,0,1 bulan yang lalu
@persia6522,"Sama Rina nose undang juga, krna gw salah satu yng ngikutin mereka",0,1 bulan yang lalu
@Ahahahahaahahahauuuuuu,"Si deddy juga ngetawain pak dharma sama jerinx tu dulu ngesarkasin sama si coki tretan di podcast ,sekarang malah sok sok setuju padahal lu dulu ngetawain ded malu kan lu",0,1 bulan yang lalu
@RachmatKartono-tk1zg,DARI AWAL AKU SUDAH PERCAYA OMONGAN PAK DARMA,0,1 bulan yang lalu
@maxrawis9617,"Setuju...undang sang Jenderal yg dulu dikatain halu, saatnya kita beri panggung ke pak Jenderal DP utk beberkan semua",0,1 bulan yang lalu
@atefpalevi2181,Gas jrx,0,1 bulan yang lalu
@rezaraditya8745,Awas agen Mossad..,0,3 minggu yang lalu
@lamboksihombing5645,Itu dajal yg mau mengambil kemuliaan Tuhan dri manusia sebagai ciptaan Tuhan yg paling mulia makanya semakin mendekatkan diri pada Tuhan sebagai benteng kita dlm menghadapi apapun yg terjadi kedepan sebab kedepan dunia ini semakin jahat,0,3 minggu yang lalu
@erwin.mas_bosh,Up,0,3 minggu yang lalu
@yayawintafsiagian5001,Sudah pernah undang Komjen dharma tapi malah banyak tertawa si Dedy,0,3 minggu yang lalu
@rendyvincentius7348,UP,6,1 bulan yang lalu
@adamkarima,Up,6,1 bulan yang lalu
@Raja.real01,Up,5,1 bulan yang lalu
@DavidVilla-z7r,mending kalian background check lagi siapa itu mr dharma ? 😂 apa pendidikannya ? dia ahli bidang apa ?  dia tau kapan harus keluar speak di publik dan tiba2 ngilang😅 itu strategi ada alurnya,4,1 bulan yang lalu
@nayhime,"​@DavidVilla-z7rbetul, dharma ikit pilgub aja cuma buat nebeng nama. Dia tau gk mungkin menang, tapi dia tau klo itu kesempatan dia untuk tampil",0,1 bulan yang lalu
@Lupita_1478,"​@DavidVilla-z7r betul. Gw jg curiga, org2 macam dharma ini dibiarin biar rakyat resah. Kalo masy panik kira2 apa yg terjadi?",0,1 bulan yang lalu
@jssmc7818,"Bisa jadi Dedi juga di bawah pengaruh elite glob**. Pernah loh Pongrekun diundang, tapi om ded bingung2 aja, padahal dia sebenarnya cerdas",2,1 bulan yang lalu
@affanalbtwi4159,Up,1,1 bulan yang lalu
@Yayan957,Setuju,1,1 bulan yang lalu
@Amran69-y4u4k,"om ded ga sembarang ngundang narasumber,jd ga usah bnyk reques",1,1 bulan yang lalu
@melar9867,"​@Amran69-y4u4kjustru babeh bukan orang sembarangan bro,liat podcast pertama x Dr.Lois dimana dan sama siapa babeh bersuara lantang bersama dharma Pongrekun,Dr Siti Fadilah Supari dll",5,1 bulan yang lalu
@raldofficial1313,"@Amran69-y4u4kmereka berdua pernah mampir kok di podcast ini, apa salahnya ngundang lagi, toh isu ini relevan dgn beliau beliau.",2,1 bulan yang lalu
@bangkitsaputra5753,Up 🔥🔥🔥,0,1 bulan yang lalu
@gggep,Elit global takut kalo Pongrekun jadi gubernur,0,1 bulan yang lalu
@FikaFianda,Yupppp  Merekalah musuh sejati kita  Dan kita umat manusia malah ada yg menyembahnya,2,1 bulan yang lalu
@selvierachmasri4860,Ya dia melaksanakan tugasnya sebagai iblis dan ternyata dia lebih beribadah drpd manusia ....ternyata  ibadahnya iblis dlm mengganggu manusia sangat hebat,2,1 bulan yang lalu
@bintangprasetheotamba7535,"Dari sini kita tau, kenapa iblis gamau sujud sama manusia",1,1 bulan yang lalu
@jeihanaliya4931,"FAKTA BAHWA TIDAK ADA SEORANG MUSLIMPUN DI EPSTEIN LIST, MEMBUKTIKAN BAHWA ALHAMDULILLAH AKIDAH ISLAM LEBIH BAIK, WALAUPUN DEDDY CORBUZIER TETAP MENCOBA MENGGIRING OPINI BAHWA ISLAM ITU BURUK DGN MENGANGKAT ISU KISWAH KA'BAH & PARA HAMBA D474L TERUS MEMFITNAH ISLAM",1,1 bulan yang lalu (diedit)
@akusiapa3556,"Keturunan bani adam bang, bukan umat",1,1 bulan yang lalu
@Infoseputarbypiet,Bahkan Iblis aja gak berpikir sejauh ini..,1,1 bulan yang lalu
@hanbbyul,"​ @Infoseputarbypiet loh kata siapa? Emang kamu kenal iblis nya? Justru ini yg iblis mau, dia mau membuktikan kalo manusia ga lebih baik dari iblis, jd dengan kamu berpikir seperti ini berarti tipu daya iblis udah berhasil mempengaruhi pikiran kamu",11,1 bulan yang lalu
@tanahair1945,Mereka mau Jiwa nya bukan tubuhnya.kalau kata Komjen,1,1 bulan yang lalu
@sonisofian-mp7sh,hahhahahahaaha,1,1 bulan yang lalu
@YantiYanti-e4s,Jangan mengidolakan siapapun kecuali Tuhan Allah itu sendiri,8,1 bulan yang lalu
@SUKETH-gawk,"​ @YantiYanti-e4s  klo Nabi Muhammad Saw itu sdh di pilih oleh Allah Swt sendiri, jd klo mengidolakan Nabi Muhammad Saw gk apa",1,3 minggu yang lalu
@SulaimanJambii,Syeh Puji.,2,1 bulan yang lalu
@RionKeren,Nabi juga orang patokan itu ke quran,2,1 bulan yang lalu
@satriosu1906,percaya sama ulama juga sama aja kan percaya sama manusia😂😂,2,1 bulan yang lalu
@desimeonk3108,"​ @satriosu1906  percaya manusia aja salah , gimana nyembah manusia.....😂😂😂",3,1 bulan yang lalu
@SUKETH-gawk,​ @satriosu1906  sembah mayat ye sus gmn ya? Pdhl mati di tangan umat keris10 sendiri😂,1,3 minggu yang lalu
@Tambunan.from.NorthTapanuli,"Tolong dong, adakah dari yg muslim yg tau peristiwa apa yg terjadi di bulan July-Agustus?",1,1 bulan yang lalu
@fridasmooty2992,​ @Tambunan.from.NorthTapanuli kasihan gk da yg jawab 😂😂😂,1,1 bulan yang lalu
@ini___yudis,"Orang yg tidak percaya sama sekali sama ucapan manusia, terkecuali orang tua sendiri sini kumpul 😊😊",1,1 bulan yang lalu
@Neuvari,lah itu dia klo idup di jaman sekarang nama dia disebut bro di epstein file,1,1 bulan yang lalu
@JessySiago,"Bill gates juga korban pemerasan😅😅😅 eipstein, pangeran Andrew bisa di pecat dari pangeran😅 michael Jackson dan Paul wolker tewas 😱 ada yg lebih kuat dari elit global atau mereka kena karma karna ritual tumbal bayi",1,1 bulan yang lalu (diedit)
@indrakareza,Subhanallohu.. Wala ilahaillalahu wallohu Akbar.. Aku Cinta Allah & Baginda Rosulullah...,1,1 bulan yang lalu
@Citranin-q9b,"Jefri Epstein meskipun seorang Zionis Yahudi tetapi membenci Israel, membenci Yesus, membenci Kristen tetapi lbh anehnya Jefri Epstein lebih menyukai Muhamad beserta ajarannya untuk dijadikan suritauladannya dng dia suka membaca kitab tentang ajaran Muhamad",1,1 bulan yang lalu
@blablabla-i5x,Wkwkw ketwa aja😅,0,1 bulan yang lalu
@momobounds,💯💯💯👍👍👍,0,1 bulan yang lalu
@vag1418,Tp kan beliau privilege kita perintis bukan pewaris bos,0,1 bulan yang lalu
@putriisnaini2856,"semenjak sadar kalo sebenernya hidup dimanapun akan sama saja, semua tertulis di AlQuran, jadi yang gue percaya cuma ya AlQuran aja. di dunia ini cuma panggung sandiwara aja, kita sebagai manusia tinggal memilih mau jadi apa dan seperti apa.",0,1 bulan yang lalu
@GredGrid,​ @putriisnaini2856 sok tahu isi quran,0,3 minggu yang lalu
@naskahf5867,Lah bukannya pdf jga,0,1 bulan yang lalu
@marseliuspatrias8371,😂😂😂😂😂😂,0,1 bulan yang lalu
@rafiadiasa,😪😪😪😪😪😪,0,1 bulan yang lalu
@wayandogler4663,Om Ded mikirnya bukan main itu makanya capek.......wkwkwkwkwk,0,1 bulan yang lalu
@tahanemosi,pada debat kaya udh bner aja,0,1 bulan yang lalu
@youngalfa8684,"AL AMIN, sangat terpercaya dan tidak pernah salah, tidak pernah bohong",0,1 bulan yang lalu
@mvennyaditya,ya benar sekali,0,1 bulan yang lalu
@jokobodho8181,Tapi jangan mengikuti habib😂,0,1 bulan yang lalu
@septianuraina340,ternyata omongan guru ngaji gue tentang vaksin itu bener😭😭,0,1 bulan yang lalu
@Maknyus_Carltoon,Sdm tiper R😂😂😂,0,1 bulan yang lalu
@putuardalisco5700,Bisa jadi itu juga hoax,0,3 minggu yang lalu
@DelnawatySamat,"Kasian DECH lho ngga ngerti iman yg memberi kepastian hidup kekal, beda mati binasa  untuk selamanya 😂",0,3 minggu yang lalu
@DadangMusthofa,Freet...oon lu...,0,3 minggu yang lalu
@WahyuWahyu-gc6hu,Bukti nyata  dari perubahan wajah Jo ko Wiwi hari demihari sekarang udah mendekati kesempurnaan,0,3 minggu yang lalu
@arifintanjung5942,Sayangnya Nabi Muhammad sudah meninggal dan banyak yang tidak mengakui penerusnya,0,3 minggu yang lalu
@SUKETH-gawk,Benar sekali kak,0,3 minggu yang lalu
@MurintisMure,IYA PASTINYA DAN SANGAT AMAT BENAR SEKALI. YA ALLAH RINDU NABI ALLAH NABI MUHAMMAD,0,2 minggu yang lalu
@Yonzeyy,kan sudah di tebus dosanya bang..ga begitu kawatir berbuat dosa besar,12,1 bulan yang lalu
@dearestdi," @Yonzeyy  islam itu ga usah bertengkar dengan nasrani, Nabi Muhammad bilang nanti akan team up kok melawan dajjal ini, walaupun setelah itu perang lagi",7,1 bulan yang lalu
@WhiteLily-g1g,"​ @Yonzeyy yg merasa sudah di tebus itu orang² seperti kalian makanya kejahatannya di luar akal sehat , karena merasa sudah di tebus",1,1 bulan yang lalu
@VlogJasmanprabu76,​ @Yonzeyy siapa yg Nebus koplak,0,1 bulan yang lalu
@teratai5728,"Klau ada kakek tua umur 55 thn dikawini umur 6 thn, distubuhi umur 9 thn, itu kakek punya moral ngga y???",12,1 bulan yang lalu
@RomiDoank-z1z, @teratai5728  terus kalau ada manusia dianggap dan disembah sebagai tuhan tapi ngawinin anak umur 3 tahun itu bermoral juga gak??,3,1 bulan yang lalu
@jesusismoslem212,​​ @teratai5728  DAN ANAK YG LAHIR DARI HASIL PERZINAHAN NABI TERSBT DGN ISTRI ORG YG AKHIR NYA JADI LELUHUR ANAK MANUSIA YG DI TUHAN KAN... KEMUDIAN MATI DI TIANG KAYU...   INI BERMORAL GA LELUHUR NYA ??  JAWAB WOII...  😂😂😂,1,1 bulan yang lalu (diedit)
@pfemke553,"​ @teratai5728   * Panggilan adzan Islam nyontek dari lantunan Shema Yisrail yg sudah exist ribuan tahun sebelum junjungan sebelah, si qathem atau qutham lahir * Cara shalat muslim nyontek dari cara bersembahyang agama terdahulu yg sdh  exist jauh sebelum junjungan sebelah lahir. * Pembacaan al-Quran (=ngaji) nyontek dari cara pembacaan ayat2 Bible pada Orthodoxy.  * Aturan berpuasa nyontek dari Judaisme dan Kristen.  * Aturan khitanan, mandi junub, larangan memakan babi nyontek dari tradisi dan budaya Yahudi. * Aturan menggunakan hijab bagi wanita nyontek dari tradisi+  budaya Yahudi dan Orthodoxy. * Aturan menggunakan kupluk kepala bagi laki2 nyontek dari Judaisme dan Katolik.  * Kehadiran ""Jibril"" yg di-gadang2 oleh junjungan sebelah nyontek dari kisah Bunda Maria. * Atap bangunan yg berbentuk kubah nyontek dari kubah pada gereja awal. * Kisah yg dituturkan oleh Waraqa disimak, kemudian dimodifikasi oleh junjungan sebelah sesuai dgn ambisi dan kepentingan pribadinya.  * Semua ritual Paganisme yg sdh lama exist sebelum junjungan sebelah  lahir seluruhnya diadopsi menjadi ritual ""keagamaan"" sebelah, khususnya pada saat ibadah umroh dan haji.  * Kitab suci mereka yg di-gadang2 sebagai yg paling sempurna ternyata keseluruhan AYATnya tdk mencapai 1/5 dari isi Bible.  * Kitab suci mereka yg di-gadang2 sbg kitab paling sempurna, ternyata baru disusun pada abad ke 20 yg membutuhkan waktu selama 7 tahun.  Cetakan perdana/pertamanya baru terlaksana pada tahun 1924. * Sebagai seseorg yg di-gadang2 sebagai ""nabi"" terakhir dan paling sempurna, ternyata dia mati abadi dan tdk pernah bangkit kembali, apalagi diangkat ke kerajaan surga.  Dia pun tdk akan pernah turun kembali ke bumi.  * Semua mujizat2 yg dia claim sulit dibuktikan dan tdk pernah ada saksinya.   Tidak ada nilai2 tambahan apapun yg telah dilakukan junjungan sebelah pada nilai2 moral, peradaban, kemanusiaan dan keimanan bagi Judaisme dan Kristen, apalagi menyempurnakan  kedua agama sebelumnya.",8,1 bulan yang lalu
@reymondyon,"Pemuka agamanya aja ga berpatok ke nabi muhamad. Haus duit sana sini minta sumbangan. Minta kekuasaan, minta jabatan. Para penjilat, mentri agama aja koruptor dll. Ormas dibuat buat kpentingan politik dan menindas rakyat miskin.. rakyat miskin dipalak oleh preman baik yang legal mupun ilegal gimana bisa maju.. maju dikit selalu diganggu dan secara logika dimiskinkan",11,1 bulan yang lalu
@ellylilfam9886,​@reymondyonjangan mencampurkan yg hak dan yg batil. Lebih banyak belajar biar bisa berkomentar lbih bijak. Jangan mencampurkan agama dengan prilaku seseorang. Itu berlaku untuk semua agama tidak hanya Islam. Sama juga klo dibalik. Mayoritas Islam ada disini jadi ketika orang berbuat salah maka yg disoroti agamanya. Begitu juga di negara barat... Yg mayoritas penduduknya non muslim juga melakukan kejahatan yg sangat menjijikan. Zina aja bisa ditempat umum. Kesimpulannya itu prilaku orangnya yg biadap tapi agama mereka tidak pernah mengajarkan hal yg demikian.,9,1 bulan yang lalu
@aviwidiastuti4412,​@reymondyonmaka nya...patokkan nya Nabi dan sahabat...ada hadistnya...kalau setelah beliau dan sahabat...pemuka agama bisa dipastikan akan melahirkan keseeatan...karna mencampurkan hadist dan pemikiran pribadi mereka...sehingga bisa malah melenceng dan menjauh...namun orang yang kembali ke ajaran Nabi dan sahabat malah dianggap sesat,2,1 bulan yang lalu
@endangwindari3700,Maaf klw untuk Nabi jgn pakai kalimat dia tapi beliau sekali lagi maaf ya hanya mengingatkan 🙏,22,1 bulan yang lalu
@raraaa.s,"​ @endangwindari3700  Yg biasa"" aja dipanggil beliau ehh nabi nya sendiri pake kata dia, dibaca nya juga ga sopan Rasulullah itu harus mesti diberi penghormatan tertinggi kalo bisa setinggi""nya Rasul itu manusia tercinta Allah yg bersanding disebelah nama-Nya udah top 1 manusia paling mulia",6,1 bulan yang lalu
@Neuvari, @endangwindari3700  dia bukannya pelaku setipe si epstein?,2,1 bulan yang lalu
@ellenm4420,"Yah patokan moral dan dosa tidak lah sama,  tapi yg pasti Isa a.k.a Yesus semua sepakat sama hanya beliau yg pasti kesurga, terkemuka didunia dan diakherat, menjadi hakim yg paling adil, yg bikin kaget, hanya tuhan sang entitas yg berhak menyandang yg maha adill",7,1 bulan yang lalu (diedit)
@wahadikasti9467,"​ @ellenm4420 alaaa h,,, Tuhan kok mati,,,, logika di pakai",3,1 bulan yang lalu
@lifon_official,​ @ellenm4420 ya emang pada dasarnya nabi nabi akan masuk surga termasuk nabi Isa a.s. atau yg orang Kristen kenal sebagai yesus,4,1 bulan yang lalu
