Username,Isi komentar,Jumlah like komentar,Waktu komentar
@Igdwiisuranti,Babu emang gercep kalo ada yg viral:_WAH:,0,1 bulan yang lalu (diedit)
@lilismardiyanti9315,Sama kak aku jg req semalem,0,1 bulan yang lalu
@RaniaInsyra-y9c,Iya baru req semalam jg wkwk,0,1 bulan yang lalu
@ajenglarasati6627,si paling gercep,0,1 bulan yang lalu
@lalarubyyyy,goks,0,1 bulan yang lalu
@ILHAM-hy7zs,"Kan lagi rame²nya kak, bahkan ini termasuk gk tepat waktu post nya😭, aku nungguin banget bahas kasus ini akhirnya tayang",0,1 bulan yang lalu
@AkimKimij,Up lah juga model mexico yang jerit di depan hotel viral tahun 2000 an gitu bilang di cannibal jangan itu yang petinggi dari Epstein,0,1 bulan yang lalu
@dhe_e,Emang lagi Hits bgt kn topik ini,0,1 bulan yang lalu
@NuriyaSuyatmi,Aku di ig juga request majikan 😊,0,1 bulan yang lalu (diedit)
@noveliaa1147,grecep bangett wee,0,1 bulan yang lalu
@wennyastuti8223,"Tolong diedit pak, kata2 nya kasar banget",0,1 bulan yang lalu
@mamluatunfitroh1711,Berasa punya ayang apa aja di turutin 😂,0,1 bulan yang lalu
@BlossomsFlower-g7p,"Ngejar traffic wkwkw tapi salut sama bang Hiro, gila sih. Thank you bang",0,1 bulan yang lalu
@mamacantik2636,Fast respon🎉,0,1 bulan yang lalu
@Kartikahan,"Udah banyak yg request deh , subscribe nya aja 4jt gak mungkin kamu aja yg request",0,1 bulan yang lalu
@pjwasla__,emang lagi viral jadi pembahasan para ytber bang 😂,0,1 bulan yang lalu
@Leo-z1j6y,Ngejiplak konten kamar jeri,0,1 bulan yang lalu
@yantinurhayati5148,Gue juga rikwes di ig nya😭,0,1 bulan yang lalu
@nurbalqisrikayati6540,"keren ya babu kita , isi materinya paket komplit,,",0,1 bulan yang lalu
@Kiisanak,Lebai bo ti😅,0,1 bulan yang lalu
@AnggitNasution,best bgt kan babang ganteng😅,0,1 bulan yang lalu
@rofiqanwar9015,bro pikir bro doang yg minta langsung dibikinin wkwk GR bgt,0,1 bulan yang lalu
@WayanHabsah,Sok berpengaruh lu,0,1 bulan yang lalu
@ahyeonnnniee,"aku udah request dari hari senin kemarin kaak, soalnya bingung bgt harus mulai dari mana buat bacanya😭🙏🏻",0,1 bulan yang lalu
@YayikPutri,Ya iyalah gw nunggu dr kmren nungguin,0,1 bulan yang lalu
@HERO_TCH,Gua baru tau berita nya.. Gercep x lgsng bahas wkwkkwk,0,1 bulan yang lalu
@AminKingpvp,alay,0,1 bulan yang lalu
@Rafayell_loverss,Kasusnya lagi hot²nya bang,0,1 bulan yang lalu
@nisaayukareginahasibuan4282,Lebay banget..bukan cuma lo yg request 😂,0,1 bulan yang lalu
@nunakyu786,Kak mau tanya dong kamu bayar vip pake apa kok aku mau bayar pake qris gak bisa ya😢,0,1 bulan yang lalu
@Chasunnnn,penggunaan,0,1 bulan yang lalu
@Storykonohadai,"Yaiyalah, gw juga request kok malah 3hari sebelum videonya diupload bg Hiro",0,1 bulan yang lalu
@MamahZhara,Jjl vidio,0,1 bulan yang lalu
@rialie6221,Puji Tuhan ya kakk❤,0,4 minggu yang lalu
@siyuklam6158,"Dih, gitu doang udh kek merasa spesial",11,1 bulan yang lalu (diedit)
@WaroengStp-r5v8i,Dihh najisnyo lu boti kepedean bgt dibikinin grgr lu yg request kemaren 😂 elu siapeee kek org penting aja HAHA,11,1 bulan yang lalu
@sitiromlah-hd9lw,"​ @WaroengStp-r5v8i  Biarin aja to bang,...😂😂🤭🙏",1,1 bulan yang lalu
@yosinabilla2215, @WaroengStp-r5v8i lah? kenapa personal bawa2 boti?,1,1 bulan yang lalu
@sandrasarihartapratiwi,"​ @WaroengStp-r5v8i kok salty bang? Biarin Napa, dia juga g ganggu orang kok, g ngehina org,",1,1 bulan yang lalu
@Shol7420,Soalnya ini lagi rame diperbincangkan,3,1 bulan yang lalu
@NaishaMaulidya-x2v,D,1,1 bulan yang lalu
@BilalPutra-s4w,"Iya aku juga sempat mikir kesana tapi Entahlah ini ada beberapa kemungkinan bisa jadi kematiannya dipalsukan. Dia masih hidup tapi disembunyikan entah dimana dan ganti indetitas secara ini negara Amerika dan tau sendiri Amerika itu gimana atau ya dia dihabisi secara yang terlibat dalam kasus ini orang penting semua, atau masih banyak kemungkinan lainnya secara dia dekat dengan orang orang elit masih banyak kemungkinan lainnya",37,1 bulan yang lalu
@baacot.mp4,"​ @BilalPutra-s4w kalo Aku pribadi berfikir dia masih stay di pulaunya (kayaknya) ,soalnya si pulaunya kan milik pribadi dan masih ada penjagaan ketat juga,jadi ngga semua orang bisa masuk ke dalamnya.Pokonya ada salah satu youtuber amerikeu yang coba buat masuk ke sana, tapi dihadang dan setelah dia posting videonya itu ke youtube, ""katanya"" setiap hari selalu ada mobil truck/mini van hitam di depan rumahnya.Entah itu UBER atau beneran salah satu bagian dari grup si Baal Epstein.Pastinya, semenjak adanya Epstein's files di rilis ke publik jadi semakin yakin buat ""harus"" curiga sama semua orang,karena yang tampilannya baik belum tentu sama dengan tampilannya begitu pun sebaliknya dan orang ini yang di ""rumor""kan sudah mati bisa jadi hanya identitas di administrasinya saja, di real lifenya mungkin dia lagi nikmatin hasil dari kerja kerasnya selama ini  (ala² aktor yang udah pensiun) 😅  tambahan: katanya file² ini udah basi jadi di rilis buat di jadiin konsumsi publik dan kemungkinannya bakal ada kejutan lain (kalo di film itu istilahnya plot twist)  *sorry kepanjangan hehe, koreksi ya kalo salah 🙏",34,1 bulan yang lalu
@Uswah_ch,Slh satunya film The Island. Udh lama bnget sih,19,1 bulan yang lalu
@baacot.mp4,​ @Uswah_ch betul kak,4,1 bulan yang lalu
@CorraLita,"Sebelum gempar ada virus covid 19.. udah byk film² produksi inggris, amerika buat film mirip covid 19.. itu kan bahan uji coba mereka tuk survei",17,1 bulan yang lalu
@baacot.mp4,"​ @CorraLita Iyaa ka, katanya film itu dibuat sebagai cara untuk mempengaruhi otak manusia juga",7,1 bulan yang lalu
@CorraLita,Ya merekan kan Memperaktekan dulu by film² baru lah reaksi publik penonton film mereka buat sebagai statistik survei... member of satanic ada di semua Industri film²..juga,14,1 bulan yang lalu
@rizqiberbagicerita319,cloningan? mungkin gak sih prabowo yang sekarang cloningan? 🗿,3,1 bulan yang lalu
@baacot.mp4,"​ @rizqiberbagicerita319 ngga akan ka, karena bangsa kita masih punya prinsip bergerak di garisnya sendiri/non blok, kalo kemungkinan di brain wash mungkin ada 😅😅😅",5,1 bulan yang lalu
@Ika-v7i,"Tp jd mikir kalau dia masih hidup kenapa dibikin drama sdh mati ya, apa masih ada manfaat lain di si Epstein ini buat para elit global🤔, simplenya kalau dia mati otomatis selesai kan, dia gak akan bisa koar2 jika suatu saat merasa terancam, beda kalau dia masih hidup, meski saat ini dia merasa aman tp kan gak selamanya, ada rasa sedikit terancam gak sih sm musuh2 terselubung jd ada kemungkinan akan speak up dong, atau memang ada perjanjian awal, kau akan dibikin seolah2 mati di publik, tp kau menjauhlah, asingkan dirimu dan diam selamanya, kalau berani langgar, ku boom seluruhnya, keluargamu, hartamu, bahkan leluhurmu, gitu kali ya😅",5,1 bulan yang lalu
@PoorSnake,Syaiton? 😂 Udah baca kisah Aisyah bahkan masih 9 tahun?,0,4 minggu yang lalu
@finkysandra2121,Kirain cuman aku yang ngerasa ada yang aneh😂,19,1 bulan yang lalu
@RestiIndriyani-li3tl,Malah kurusan ngga sih,16,1 bulan yang lalu
@hermanelektronik123,itu bayangan kacamata bree,6,1 bulan yang lalu
@HartatiHappy,Baru mau Komen bgtu😅,4,1 bulan yang lalu
@Sukronazhadi,Eyebag apa,4,1 bulan yang lalu
@jeynvadila399,​ @Sukronazhadi kantong mata sepertinya kak🙏,2,1 bulan yang lalu
@-mb9gc,itu lensa minus yang sedang tren dikorea,3,1 bulan yang lalu
@ernaherlina8014,"IMHO kasus ini dibuka sebagian buat mengalihkan dua isu, Board of Peace yg digugat dan dipertanyakan banyak orang, dan flopnya film Melania Trump.",23,1 bulan yang lalu
@oreocomint,"​ @ernaherlina8014 setuju, make sense juga inj",2,1 bulan yang lalu
@hwareynalka,Ada yang bilang israel gunain epstein file ini digunakan untuk mengancam orang-orang penting kalo mereka gak mau ngikutin kemauan israel,7,1 bulan yang lalu
@ginafauziarachma6434,"Betull sepemikiran, bisa jadi ini buat nutupin Board of Peace",4,1 bulan yang lalu
@OttoApocalypse9029,"File nya rilis gak nyampe sehari setelah amerika nolak usulan israel buat nyerang iran, terus kemarin si setanyahu baru bilang mau ngajak amerika perang kalo menghalangi israel",1,1 bulan yang lalu
@akndbdjdkxnd,Amrik vs ir4n gk sih 😢 perebutan g4za,0,1 bulan yang lalu
@ZainalArifin-x3q,ia dia banyk duit hukum ringan tp sih korbam terutama perempuan trauma 😢😢😢 hukum alam baka kak  paling adil + gk bisa di sogok,10,1 bulan yang lalu
@faradilaarysyalsabilla4825,rumornya gitu... dia smbunyi di israel,6,1 bulan yang lalu
@anisadianti2927,iya betul tuh apalagi jaman udah canggih siapa tau di tuker atau beli nyawa seseorang yang buat publik mikir itu si jepri secara ini bersangkutan sama orang' elit global udah gitu notabene nya dia worang khayaa😂,1,1 bulan yang lalu (diedit)
@ayuclaranilayanti3535,"Lah iya aku juga subscriber dari lama 2017😂 dari masih single kerja sampe sekarang udh ga kerja punya anak 2😂 Ampe ganti-ganti akun. Dari bang Hiro masih pake HP s9😂  Dulu bang Hiro selalu menemaniku di istirahat siang, sekarang dia menemani ku saat mau tidur malam😂",24,1 bulan yang lalu
@catursaridewi9343,"Iyaa aku juga. Dari gadis masih nganggur, punya kerja, nikah, smpek skrng punya anak 2 wkwk  Aamiin semoga bang Hiro dilancarkan rejeki dan jodohnya..",5,1 bulan yang lalu
@edfighter97,Amiiiiin,4,1 bulan yang lalu
@PriaTulen-o3i,Aku ikutin dari semasa menjadi pria tulen sampai sekarang menjadi eike. Apose apose,4,1 bulan yang lalu
@tanyasiapa4518,"Bang buruan nikah bang, takut keburu perang dunia 3 bang 😂",4,1 bulan yang lalu
@lulu-ulm.1747,"Iyaaa, aku jaman kuliah, sampe udah lulus kuliah, kuliah lagi, lulus lagi, trus nikah, trus ini udah punya bocil, ni abang satu masih demen sendiri aja, semoga lekas ketemu jodohnya ya bang, sesuai spek yg diharapkan",2,1 bulan yang lalu
@babyfriedrice1874,Gw dr single msi single jg 😂,2,1 bulan yang lalu
@rannydeanissa4967,Lah iya aku jg dr gadis sampe punya anak 1😂,1,1 bulan yang lalu
@ArinPurwikasari,"samaa kak ,udh anak duwa ini😅",1,1 bulan yang lalu
@sekargambuh2737,Lah iya.. aku skrg jg udah mau anak 2😂😂 aku subs bang hiro dri dulu cuma akun yutubku ganti2 krn gnti hp..  Moga2 bang hiro cpt ktmu jodoh,1,1 bulan yang lalu
@wahyunigendhis7704,Aku follow dari 2017 anakku masih new born sampe pernah pas nonton video sambil mengasihi anaknya ketiban hp😅 duh maaf ya nak  😂,1,1 bulan yang lalu
@DellaNuningsagita-r1f3m,Ada temennya ternyata 🤣🎉,1,1 bulan yang lalu
@ajengandroid4628,Aamiiin,0,1 bulan yang lalu
@kurnia081,dari masih rekam pake hp dan wajahnya masih glowing yah kak haha,0,1 bulan yang lalu
@Waldicahya123-v2l,aku malahan dari kelas 5 SD 😭😭😭 sampe mau SMA ini haha,0,1 bulan yang lalu (diedit)
@fopiyunika1042,"Iya sama saya dari gadis juga, hingga kerja dan nikah skrang",0,1 bulan yang lalu
@nisfianinasabina4415,Sama 😂😂udah anak 2 hadir😅,0,1 bulan yang lalu
@mufitaoktavia5079,Ak dari blm nikah sampe nikah dan punya anak,0,1 bulan yang lalu
@arieraini2237,Bang Hiro msih jomblo smpe skrg😊,0,1 bulan yang lalu
@lintangayuyoenarmi7925,ak tim subscriber tahun 2019 ❤,0,1 bulan yang lalu
@annisawidyadwirani8094,dari aku SMA sampe udah nikah punya anak😂,0,1 bulan yang lalu
@SingBagus,Sama ih. Dari gadis umur 19/20 tahun. Sampe skrg udah nikah udah punya anak.,0,1 bulan yang lalu
@riskamarsita8870,"aku ikutin babang glowinh dari jaman background item, dari hamil anak pertama, sampe sekarang anak udah 3  makin sukses ya babang glowing",3,1 bulan yang lalu
@arnikuntari8406,"Gpp karirnya di jegal,Zayn tetap di hati penggemar nya",25,1 bulan yang lalu
@nisfianinasabina4415,Artis anti Israel 😅,17,1 bulan yang lalu
@mhmmdalfi8687,"yups bahkan billie eilish sempet nyinggung elon musk, orang sekaya elon musk kenapa duitnya ga di bagi bagiin ke orang orang miskin",14,1 bulan yang lalu
@alkazry,​ @mhmmdalfi8687 kok sampe elon sih😂,1,1 bulan yang lalu
@kametachi6058,😅😅,0,1 bulan yang lalu
@ZainalArifin-x3q,amin 🙏🙏 ya Rabbal Alamin. orang kaya emang agak laen,4,1 bulan yang lalu (diedit)
@PoorSnake,Dzolim??  Udah baca kisah Aisyah bahkan masih 9 tahun?,0,4 minggu yang lalu
@shellymeryana483,"Iya sama,kaya gak mau nyari tau dulu yang lengkap pengennya kalo babu udah post aja",5,1 bulan yang lalu
@dianunxil,🎉🎉🎉:_WAH::_WAH::_WAH:,4,1 bulan yang lalu
@azizahnuraini9486,Lebih paham penyampaian kak Hiro ini dibandingkan yang lain 🫣 lemot aku tu,4,1 bulan yang lalu
@cloverna93,Kalau aku antara Bang Hiro versi gibah :_LUV: dan Kamar Jeri mode tongkrongan :_HAHAHA:,2,1 bulan yang lalu
@adelia_anggraini,bnr bgtt😅🎉,1,1 bulan yang lalu
@fdhlchrlns.,Real😂,0,1 bulan yang lalu
@ikasuviani,Iya sama  Dari kemarin banyak yutuber bahas ini tp males nonton  Pas babu yg bikin jadi pgn nonton 😂,0,1 bulan yang lalu
@asntnh_6189,Gak apdol rasanya kalo babu gak cerita:_HAHAHA:,0,1 bulan yang lalu
@ikadesi3823,"Beneerrrr.... Yg lain kayak belibet, atau mungkin otak kita yg udah emak2 GK mampu lagi mikir yg berat2 ya 😅😂",0,1 bulan yang lalu
@juangmukhlis9538,Iya kan😂,0,1 bulan yang lalu
@nursaadatinnisa1770,"Iyaa bgt,,, setia banget nunggu babu kita ini,, wkwkw",0,1 bulan yang lalu
@sukasukasmr,"dan P.Diddy maupun orang2 yg terlibat kasus p.diddy, gapernah muncul di kasus epstein. karna kyknya mereka merupakan 2 kubu yg berbeda. soalnya setauku org2 epstein juga org2 yg anti kulit hitam, mereka aja menyewa perempuan2 kulit putih semua, gapernah 1 pun yg kulit hitam atau ras lainnya (asia dll)",96,1 bulan yang lalu
@mootiy,"​ @sukasukasmr  tapi aku pernah liat ada anak kecil sipit gitu (gatau asal negara mana ya, ntah cina atau mana), posisinya lagi dipangku salah satu orang yang ada di file einstein itu dan si anak kecil senyum. tapi di foto slide selanjutnya foto anak kecil itu lagi dilakban dgn posisi ga sadar 😢",46,1 bulan yang lalu
@nisfianinasabina4415,​ @sukasukasmr krna mereka rasis😅,4,1 bulan yang lalu
@ReskyIkyy,​ @sukasukasmr ada maikel jekson ama Jeffery Epstein bg,2,1 bulan yang lalu
@halloayaaa__2133,Bagian pas makan human tu di no brp si,0,1 bulan yang lalu
@rayadean63,"Dr jaman purba kali y, masalah manusia di dunia itu ttg :  selangkangan, tahta, perut, sm materi.. Udah punya duit bnyk, tahta bagus, eh.. Yg pedho lah, selingkuh lah, jual beli orang lah, narko lah.. Na'udzubillah.. Bnyk2 berdoa, semoga kita, ank keturunann kita dijauhkan dr hal2 maksiat bgini",72,1 bulan yang lalu
@Rinn-0000,"Pernah nonton soal kasus ini aki-aki waktu awal ditangkep di channel sebelah, dan sekarang rame lagi dibahas. Di atas kegilaan si Diddy masih ada nih orang, liat foto-foto rumahnya aja udah merinding duluan, apalagi yg katanya makanin orang di meja makan itu. Dan ada yg lebih ngeselin, netizen budiman malah pada komen kalo korbannya bahagia perkara liat video nih orang lagi main kejar-kejaran sama anak-anak di dapur rumahnya. Gini ya, mau korban ngerasa bahagia/tertekan, tetep masuk tindakan kriminal, bocah di bawah umur gak bakalan sadar kalo mereka jadi korban grooming apalagi kalo pembawaan pelakunya ramah ke mereka, yg ada dianggep bapak sendiri. Jadi kalo suatu saat kita ditakdirin jadi orang kaya sedaerah, tetep pertahanin kewarasan yaa, jangan macam OKB yg plenger salah pergaulan.  Gedeg banget pas tau dia malah mati bahkan sebelum dihukum, harusnya dia aja yg mati di kasus kapal selam itu.",132,1 bulan yang lalu
@kangcoding4350,"sebenernya, mumet aq nengok masalah orang2 kaya ini, apalagi kalo udah nyangkut iluminati, duhhh panjang🫣🫣 semoga aja keluarga kita selalu dilindungi dan dijauhkan dari orang2 semacam ini..Amiiin🤲🤲",38,1 bulan yang lalu
@noviitaakim6173,Enaknya bang hiro klau cerita itu nada bicaranya gk di bikin² & ngjelasinnya detail smpai yg njelimetnya + msih di ksih bumbu komedi ala dia yg relate juga sma kita²..,120,1 bulan yang lalu
@once98-m5i,"Kok bisa ya salah satu top komen bilang ini bukan kasus yang patut dirundingin lagi, dibilang 'sampah' pula. Saya sendiri ngerti ini emang kemungkinan jadi pengalih fokus kita, tapi kan tetep aja ada banyak manusia yang jadi korban kebejatan mereka, apalagi kebanyakan anak2. Pedofilia itu salah satu masalah serius loh, di indo aja yang nggak banyak, tapi masih lumayan dianggap wajar. Apa nggak bisa kita jadi orang yang peduli sama siapapun itu korban mau kejadiannya udah berlalu tahunan, bahkan puluhan tahun yang lalu? Sesulit apa si kita ngebahas hal2 yang sebejat ini tapi nggak ketinggalan sama yang lagi berlangsung sekarang. Teknologi udah canggih kok jadi nggak bakal susah kan.",41,1 bulan yang lalu
@ikadesi3823,"Nyimak sambil nungguin bapak d rs, jadi berasa punya temen ghibah buat nemenin melek sih 😅  Btw minta doanya ya temen2 semua, semoga bapak ku cepet sehat lagi,  Terimakasih ❤",77,1 bulan yang lalu
@aaaaaaaqiao,"Bang hiro kalo capek istirahat aja dulu gapapa bang.. kesehatan yg nomer 1, baru opening langsung fokus ke mata bang hiro yg sampe bengkak gitu.. jaga kesehatan ya bang",244,1 bulan yang lalu
@blabla27d,"Gila banget orang-orang kaya ini. Bener² orang kalau udah dapetin duit banyak, kesenangannya udah ga masuk akal lagi",67,1 bulan yang lalu
@ajengalaya5712,"kayaknya aku terlalu sibuk work life balance, kerja pulang tenggo main tennis dan jalan² 😂😂 gataauuu ada kasus epstein segila inii",83,1 bulan yang lalu
@alfinadr,"makasih udh merangkum kasus ini, lihat fotonya di web banyak bgt katanya 3 juta files? mana auto kedownload kalau dipencet njirr tkutt 😆🤣🤣",265,1 bulan yang lalu
@Fairien37,di saat gw engap engap an cari duit sekedar buat makan dan bertahan hidup lah mereka cari cara penuh sensasi aneh buat ngabisin duit,176,1 bulan yang lalu (diedit)
@desliranikoten1295,"Rules elit : berita yang mereka bocorkan ke media itu artinya sudah basi, dan tujuan mereka bongkar yah ada udang di balik bakwan",24,1 bulan yang lalu
@user25887,"parah bgt kasus eipstein ini. aku smpe nangis keinget anak2 itu 😢😢😢😢😢 bener2 gila org2 itu, gk waras",201,1 bulan yang lalu
@liliesazizah4538,"Rangkumannya kelas banget, bawainnya juga enak didenger, garis besar kasus ini tersampaikan dengan baik 👍😍",41,1 bulan yang lalu
@BilalPutra-s4w,"Dunia ini tidak seperti yang kita kira, kita dipimpin oleh orang orang dibalik layar dengan sistim yang tidak kita mengerti, dengan hukum sistim ibIis, orang orang rusak karena sesungguhnya merekalah iblish yang sesungguhnya. Menurutku dia tidak bundir melainkan dihabisi nyawanya. Karena takut banyak nama nama besar lainnya yang bakal terseret",119,1 bulan yang lalu
@bndsp2626,"Dari sekian banyak YouTuber yang bahas kasus ini, penyampaian si babu Hiro paling  gampang dipahami dan masuk di otak gue",4,1 bulan yang lalu
@NgatiniStockholm,Financial consultant aka Money management service for individual  wealth. Kerjaan ini gede resio nya sebagai enabler money laundering. Jadi dia bisa deket ama orang2 kaya karena bisa selamatkan aset pribadi yang kemungkinan datang dari uang haram. Sudah kriminal secara mendarah daging dan kesuluruhan di darahnya. Mengerikan emang kita hidup di dunia berdampingan dengan orang2 sakit. As a parent this is very heart broken aand sickening. 😢😢😢😢😢😢😢,60,1 bulan yang lalu
@rtotimes9961,Yang gw percaya... Cuma orang2 bermasalah yang berkomunikasi atau berteman dengan penjahat,62,1 bulan yang lalu
@shinprh,"Ngerinya inituh bukan perempuan muda lagi, tapi bener-bener ANAK ANAK 😭, from a literal child 😭",5,1 bulan yang lalu
@mamahzull3,Sy yakin ini kasus sengaja di up untuk menutupi sesuatu yg lebih besar.,75,1 bulan yang lalu
@uminul6501,"aamiin. selain berdoa perlu juga berusaha Menjaga Fitrah Anak dari Penyimpangan2. Menjaga Pergaulan, Pandangan, Pendengaran, Hati.",1,1 bulan yang lalu
@hauntedcherry7,"Dan para korban itu masih dibawah umur secara otak dan mental blom bener bener ke develop dengan baik jadi di manipulasi dikit aja mindset mereka bakal berubah dan menganggap semua yg terjadi ke mereka di pulau itu adalah hal yg wajar dan itu bentuk cinta yang mereka pantas dapetin, miris sih kalo ada orang yang bilang korban idup dengan bahagia di pulau itu padahal anak anak itu setiap hari bertaruh nyata setiap ""ngelayanin"" temen temen si Epstein gua pernah baca kutipan dari buku korban ""aku cuma bisa berharap pria yg aku layanin hari ini bukan seperti pria yang kemarin yg mencoba membunuh ku""",12,1 bulan yang lalu
@Rinn-0000,"​ @hauntedcherry7  Emang miris banget, bahkan buat liat dan denger beritanya belum sekuat itu, gimana mereka para korban coba. Bahkan sekelas anak SMA aja masih bisa dimanipulasi cuma modal omongan manis doang, apalagi ini masih pada bocah",5,1 bulan yang lalu
@gh3zd,"​​​ @hauntedcherry7  gila, korbannya sampe bikin buku. Judulnya apa kalo boleh tau dan baca dimana kak?",1,1 bulan yang lalu (diedit)
@khodriapri1304,iya itu kayaknya perempuan ya dipanggang 😢,5,1 bulan yang lalu
@Rinn-0000,"​ @khodriapri1304  Waduh kurang tau tuh, tapi ada yg bilang itu foto editan sih",1,1 bulan yang lalu
@fitrawinanda4104,liat foto fotonya dimana ya,3,1 bulan yang lalu
@calvineaugustino1378,"klo untuk makan org/persembahan ke setan itu kyknya berlebihan deh, tp gak menutup kemungkinan jg sih, secara mereka tuh elite global",1,1 bulan yang lalu
@Dhee_palupy,"Betul lgs initinya , tanpa lebay 😂 , uda kaya temen ngejelasin ke kita .",0,1 bulan yang lalu
@RismaGorat-b3n,Aamiin,2,1 bulan yang lalu
@ajengandroid4628,Aamiiin,2,1 bulan yang lalu
@MeliMel-oy2xw,Aamiin,1,1 bulan yang lalu
@DellaNuningsagita-r1f3m,Aminn,0,1 bulan yang lalu
@iseeitilikeitiwantitigotit2775,"Aamiinnn yaa Allah, lekas sembuh pulih lebih sehat lgi utk Bapaknya yaa Kak. Kakak sekeluarga juga sehat2 yaa disana ❤",0,1 bulan yang lalu
@kiwishanbin1604,aminn,0,1 bulan yang lalu
@nayyay1,"iya ngeh juga, mungkin karna itu dia pake kacamata orange nya😢😢",9,1 bulan yang lalu
@DiahLilis-i9b,"setuju, gak papa dah gak up dulu beberapa hari kita bisa rewach video lama kok bang",5,1 bulan yang lalu
@unluceler,Dia kebanyakan liburan kak ga tidur tuh di pesawat keknya makanya keliatan capek😋😅,3,1 bulan yang lalu
@ZainalArifin-x3q,betul apa lg orng kaya udh hina / menyelepekan orng miskin terutama perempuan 😢😢 gila ith Jeffry,2,1 bulan yang lalu
@uminul6501,dalam islam yang Kaya tidak akan semena2. pasti kena Wajib ZAKAT untuk dibagikan kepada yang miskin / kemaslahatan ummat,0,1 bulan yang lalu
@IndahAska-gz8yj,Bener,0,1 bulan yang lalu
@e7113mm,"Justru bagusan gitu kak.fokus diri sendiri.kebanyakan tau hal malah kepikiran,stress",0,3 minggu yang lalu
@yaniyulianti4027,"Ga ke download jg kok😂aku ada filee ya ,dan 3jt itu ga lngsung tampil gitu aja ,kita hrus nyari filenya tentang apa dlu baru deh nongol",20,1 bulan yang lalu
@IcaNisa-fd8bt,Nyari dimnaa sihh kepo deh,12,1 bulan yang lalu
@jennaist,katanya ada 6jt files😭,8,1 bulan yang lalu
@annisaprawitasari2916,"Pas dia ngomong ""bill clinton, pangeran andrew, donald trump"" hhhmmmm udh jelas lah yyyaaa bkn patut dicurigai lagi tp ""emng terjadi""  Apalagi si donald emng udh terkenal ""aneh2"" ditambah kebijakannya yg setan aja minder sama dia.",43,1 bulan yang lalu
@tribuanajayadevi4160,0:45,4,1 bulan yang lalu
@betriani0280,"tetep aware ya guys kalo buka² file seperti itu, dikhawatirkan data pribadi kita kena scam dsb.. gak heran juga hal seperti ini terjadi, udh banyak yg menginformasikan terkait pencarian file² epstein yg dianggap berbahya. Be careful ya guys",51,1 bulan yang lalu
@NinjaHatori2024,Hmm,0,1 bulan yang lalu
@lysanuroctavia4529,Dimana liatnya?,7,1 bulan yang lalu
@gh3zd,"Asli kak😢, bener2 dunia segila itu. Ternyata aku tinggal di lubang semut. Mereka plenger kebanyakan duit, makanya aneh2",11,1 bulan yang lalu
@beautyword6539,"Woilah emg lo doang, sama gue jg😵‍💫😵‍💫🥴",9,1 bulan yang lalu
@AnakBaik-yefia,"gue jg ...hidup buat bertahan hidup...sampe buat makan aja..emang dunia ini gak adil nya gak main main...tp kayak yakin toh sementara disini gak nyampe 100 thn cuma klo liat yg duitnya unlimitid suka geleng"" kepala dan kebanyakan yg dititipin uang yg gede bgt itu org"" gk bener",6,1 bulan yang lalu
@Prince_Dugong,Salah satu tujuannya agar harga saham dan properti pelaku jatuh dengan harga rendah ...,0,1 bulan yang lalu
@hserwan181,Itulah kalo orang udah punya segalanya kalo masih g puas nyari nyari yg g ada dan  diluar nalar manusia,23,1 bulan yang lalu
@Tazmilano,"​ @hserwan181 bukan cm itu, mereka membangun kekayaan dg cara hitam, melakukan pengorbanan anak manusia (bayi) dan s3x jg bagian dr ritual termasuk s3x dg anak kecil (bayi dan balita)",6,1 bulan yang lalu
@lollipolii,"aku kira cm perempuan yg remaja aja,ternyata ada yg kaya 10th an. bener bener sakit😭",7,1 bulan yang lalu
@wanderingstar-II,​ @lollipolii  ada yg lebih kecil lagi. Di email ada disebut anak kecil Brazil umur 9thn,1,1 bulan yang lalu
@RikaGraceAgustinaSembiring,"Diindonesia juga ada cuma gak keciiduk kak, menurut saya disuluruh belahan dunia manapun ada yg kyk gini",2,1 bulan yang lalu
@wartinisbg6292,​ @RikaGraceAgustinaSembiring anda mungkin salah 1 korban maka bisa cerita?didaerah mana sebutkan jls jika itu bukan khayalan anda?!bikin rumor tanpa data jelas bisa kena pasal hukum!,0,1 bulan yang lalu
@AiRuhyati-uw3qd,Liat beritanya di mana kak..?,2,1 bulan yang lalu
@Preidith,"Gak mungkin dihabisi, hanya ganti identitas.. liat peran dia di Covid, perdagangan Anak, spionase,, top Agen gak mungkin disingkirkan kecuali ada yg lebih baik prestasi nya",14,1 bulan yang lalu
@BilalPutra-s4w,"​​ @Preidith   kalau dipikir pikir masuk akal soalnya engga segampang itu juga Entahlah ini ada beberapa kemungkinan bisa jadi kematiannya dipalsukan. Dia masih hidup tapi disembunyikan entah dimana dan ganti indetitas secara ini negara Amerika dan tau sendiri Amerika itu gimana atau ya dia dihabisi secara yang terlibat dalam kasus ini orang penting semua, atau masih banyak kemungkinan lainnya secara dia dekat dengan orang orang elit masih banyak. kemungkinan lainnya. Apa ini salah satu rencana dari negara mereka dan yang terlibat dalam kasus ini juga bukan sembarangan orang banyak orang berkusa didalamnya",5,1 bulan yang lalu (diedit)
@Hana-o1j1f,​ @Preidith iya saya juga yakin dia gk bundir cuma pengalihan aj,3,1 bulan yang lalu
@vidiaanggita2462,L  😊,0,1 bulan yang lalu
