Username,Isi komentar,Jumlah like komentar,Waktu komentar
@roronoazoro1440,"2:41 setelah buka² file ini dan baca banyak banget email²nya, aku baru sadar kalo kasus P. DIDDY hanya secuil dari kasus epstein ini😢",506,1 bulan yang lalu
@arsimartanty3274,"Andaikan pejabat Konoha itu mentalnya kayak bang Hiro yah,merasa diri mereka adalah babu dan rakyat adalah majikan jadi kerjaan pejabat itu gercep semua kayak bang Hiro wkwk",42,1 bulan yang lalu
@CorraLita,"Benar itu skenario pengalihan, Pasti mereka lagi merencanakan hal hal mengerikan lagi.. melebihi covid 19.. Member of satanic dajjal nyebar diseluruh belahan dunia..  Jaga diri aja dan Keluarga  baca surat Al kafih... apa lagi cari kerja susah... mereka akan manfaatin itu tuk cari Member² baru",77,1 bulan yang lalu
@rahadian4422,"​ @CorraLita tuk, jadi kepo, apa lagi yang lebih mengerikan dari covid 19🤔",1,1 bulan yang lalu
@noura5582,"bener, jatohnya skrg jd pengalihan isu krn seluruh dunia jd bahas ini pdhl mungkin mereka lg prepare sesuatu yg lain lagi?",220,1 bulan yang lalu
@Ceyra_cey,"Ya apalagi datanya harus diakses lewat file, tkutnya yg klik malah data2 dri org yg klik di sadap di scam sma elite global ini",376,1 bulan yang lalu
@Darren84,​ @Ceyra_cey  Berarti harus lebih hati-hati lagi...,57,1 bulan yang lalu
@NabilaGie,​ @Ceyra_cey yg buka untuk umum itu Department of Justice nya Amerika.. lu kira orang gabut yg nyebarin file,39,1 bulan yang lalu
@galanatarusli," @Ceyra_cey nggak anjir, file itu di publikasikan sama website kepolisian sana, bukan phissing 😌",85,1 bulan yang lalu
@safnana3430,"Pemikiran ku malah "" selagi kita sibuk dg masalah ini , mereka LG njalanin masalah yg lebih besar dari ini dan masalah ini hanya pengalihan isu agar tidak mencium bau2 bangkai yg lebih busuk dari kasus ini """,317,1 bulan yang lalu
@putrimusalamah4484, @safnana3430  sepertinya akan ada virus baru pernah mongol sampaikan. makanya donal bebek ngebet [pengen greenland,79,1 bulan yang lalu
@bintangjatuh-e7u,​ @safnana3430 iya. Aku juga mikirnya gitu. Jadi gmn ya biar kasus yg lebih gila gak kecium jadi kita dikasih kasus yang lain.,23,1 bulan yang lalu
@fitinyurheart,Setuju apalagi kalo uda berkaitan sama elit global. Mungkin isinya uda di edit kan kita gatau juga.,306,1 bulan yang lalu
@cocainesuguruu,"​ @fitinyurheart  betul. pasti kalo dirilis secara masif begini isinya udah diedit supaya yang di atas pada ""aman"" dengan melimpahkan kesalahan ini pada yang bawah. kayak cicak yang buang ekornya pas dalam bahaya lah",181,1 bulan yang lalu
@diannovitaevrida6990,"​ @fitinyurheart aku pun mikirnya kok segampang itu disebarkan ke publik,pasti ada mksd tersembunyi yg lbh bombastis",38,1 bulan yang lalu
@ersaersa-f2y,Ditmbh g dihukum berat. Aneh jg sih,36,1 bulan yang lalu
@riarini5694,Setuju.. so jepri ny aja dikambing hitamkan bgtu..masa iya kita dikasi bukti arsip dokumen gratis cuma2 gtu ... sepertinya sedang mengaburkan fakta yg sbnrnya aja sih.. biar org2 fokus ke situ,28,1 bulan yang lalu
@misbahulanam9021,Bukan ini emng informasi yg sengaja di bocorkan Israel karena US ngga mau invasi Iran. Karena ada alasan tertentu mengapa US tidak mau perang dengan Iran. Maka dari itu informasi ini sengaja dirilis ke publik,26,1 bulan yang lalu
@AnnaSlmch,​ @misbahulanam9021 alasannya krn pengecut menang gertak lawan iran tapi takut,2,1 bulan yang lalu
@hildariana8177,"​ @misbahulanam9021 alasan ga di dukung negara NATO krn Amerika lagi bikin ulah sama Denmark masalah Greenland, dari dulu mana ada sejarahnya Amerika menang perang sendirian 😂",5,1 bulan yang lalu
@wowokgg7280,Bener informasi umum jadi informasi sampah 😂😂,77,1 bulan yang lalu
@NurmaBP,"Yang 3 juta files itu masih sebagian kecil, Bang 😭  Katanya jumlah keseluruhan sekitar 20 juta files. Yang skrg dikeluarin itu ibarat kalau pedes baru level medium, belum level setan.",16,1 bulan yang lalu
@trisnadharmayanti,​ @NurmaBP 20 kak?! 20?! Seriusann astagaaaaa ga abis pikirrrr 😭,1,1 bulan yang lalu
@rahadian4422,"​ @NurmaBP tahu dari mana, datanya 20 juta files?",0,1 bulan yang lalu
@aniwidyastuti1694,"​ @NurmaBP aku jadi punya pikiran, siapa tahu ada jutaan lain yg berbeda de jutaan file tsb, yg terkini dan rapat disimpan dan sdh otw dijalankan. Mereka selama ini bs menutupi, skrg mereka membukanya, pasti bisa menutupi yg lbh update.",0,1 bulan yang lalu
@paperandhaze,"Kalo ga salah, karena ada desakan dari korban2 ditambah mahkamah konstitusi sana minta transparansi apa gitu ya",13,1 bulan yang lalu
@AnisaRahmi-v5i,kayanya buat ngeredam yg katanya akan ada blackout slama 7hari itu deh.. jgn sampe lupa,10,1 bulan yang lalu
@NurainiAri-h8t,"​ @AnisaRahmi-v5i sepemikiran,karna rencana itu udah banyak yg endus sampe di Belanda n negara maju lain az udah nyebar buku keadaan darurat selama 72jam atau 7 hari gitu.orang kita doank ka,yang dikasih peringatan malah dikasih meme ketawa,dibilang halu.padahal emang dunia ini lagi dalam keadaan ga baik² az,intinya yaa harus waspada sama sekitar.belum lagi kan sesar2 bumi yang aktif lagi muter,bisa az blackout itu karna keadaan darurat dari gempa,tsunami atw gunung meletus kan.semua bisa az terjadi,ga ada yang bener2 aman hidup dibumi ini.tinggal kita semua persiapkan diri,dekatin diri ke Allah SWT,banyak zikir,shalawat,baca qur'an.jangan sampe udah kejadian kita ga ada persiapan apapun diluar dekatin diri ke Allah,kan perlu juga siapin kebutuhan buat bertahan hidup selama 7hari itu.terlebih yang punya bayi,harus prepare banget seh.tau sendiri pemerintah kita ga busa diandalkan,makanya kudu siapkan mental bisa mandiri segalanya kan ka insyaa Allah,kita semua selalu dalam lindungan Nya dimana pun kita berada ya ka",6,1 bulan yang lalu
@DenilDania,​ @AnisaRahmi-v5i iyaa benerr bgtt,1,1 bulan yang lalu
@storyandartdaily3700,"Kalo ini emang sudah rahasia umum ngak sih, kalo di dunia politik dan artis itu banyak hal ajaib macam penyembahan setan dll untuk kekayaan dan juga segala ritual dan kelakuan aneh yang dilakukan pengikutnya untuk kekayaan dan kebahagiaan di dunia. Sebenarnya balik ke diri sendiri, perempuan jangan mau diiming imingin sesuatu yang instan dan banyak duitnya aja, intinya kalo kita pandai jaga diri ngak mungkin juga kejadian. Sesuatu yang instan dan mencurigakan lebih baik tinggalkan, karena bisa jadi jebakan beruntun. Perkuat iman dan kerja yang jelas dan halal aja.",10,1 bulan yang lalu
@hestimazaroh1686,"Iyasih menurutku emang rada sus, logikanya gamungkin kita dikasi akses gratis buat suatu kasus yg mana banyak elit global yang ikut terseret.",47,1 bulan yang lalu
@fantasticfour6926,"Nah....  Sejak awal orang pada ribut kasus ini, gue malah curiga. Ada apa nih? Koq rahasia sebesar ini bisa terbongkar??? Kayak sengaja diblow up untuk ""nutupin"" hal yg lebih besar. Kasus ini mirip dengan kasus P Diddy, hanya bedanya klo yg ini melibatkan pejabat2, P Diddy melibatkan org2 di entertainment, atau malah mgkn aja P Diddy adalah ""cabang"" dari kasus ini. We never know 🤷🏻‍♀️ Yg jelas, saat suatu hal besar terbongkar, bersiaplh utk hal yg lebih besar lagi. Saat kita disibukkan dengan berita ini, ""rencana"" yg lebih besar mgkn sedang dijalankan.",8,1 bulan yang lalu
@Evaa-m3c,"terlepas ini sampah atau bukan, cukkup di jadi kan pengetahuan aja. udah tau yaudah, gausah di debat di ributin, gausah di pikir dan di pertanyakan juga. fokus lagi ke kehidupan dan hal lain yang perlu di fokus kan",7,1 bulan yang lalu
@srimaryati3119,"Betul bgt, aku mlah tau kasus ini tuh awal tahun lalu. Ko pd booming skrg.",5,1 bulan yang lalu
@fitriainsani2109,"Bener kak, aku jg sempet mikir kaya gini. Ibarat mereka lempar bola liar ke orang awam. Dan sengaja bikin kita berspekulasi bebas. Terlebih lg nama2 yg terlibat malah disensor sdgkn nama2 korban malah terpampang dgn jelas.",4,1 bulan yang lalu
@reniTa-un6tg,"Betul. Apalagii masalah elite global. Paling kita jg di boongin/gmna ya. Kek anak dewasa LG cerita asbun sama bocil.😂😂😂😂 Harus lebih hati"" ..",3,1 bulan yang lalu
@vi6833,"Bener,,Jepri udh dibuang cuma keset,  elit udah beda lg main nya",3,1 bulan yang lalu
@lilywan7594,"Dibuka buat nutupin rencana jahat mereka kedepannya.lihat saja saat ramai epstein ,israel leluasa jatuhkan zat kimia ke bagian selatan Lebanon.Mereka tahu kalau ni file dibongkar pasti dunia ramai dengan kasus ini dan lupa dengan kasus besar lainnya",3,1 bulan yang lalu
@mrpwr-h3d,"Trump takut nyerang iran, ini baru babak permulaan, nanti kalo masih takut juga gak mau nyerang iran, bakal keluar lanjutannya, semua mereka dokumentasikan, pemerintah AS mungkin cuma dapat sebagian kecil",3,1 bulan yang lalu
@dewiulfans1415,​ @mrpwr-h3d sebenernya ada apa sih sampe takut si as,0,1 bulan yang lalu
@putriamaliasitumorang522,Bisa jadi,1,1 bulan yang lalu
@YOSINTASILVIYANI,Setuju .. Kita harus lebih warning 😢 Ini memang di sengaja buat kita not focus  Astagfirullah 🥺,1,1 bulan yang lalu
@alien_fuel,Yes. Bener banget,1,1 bulan yang lalu
@putrialami8294,"Setuju, nggak semudah it mereka mau kasih file2  penting untuk kasus sebesar ini sih",1,1 bulan yang lalu
@putrimusalamah4484,"betull ini hanya pengalihan, lihat saja harga emas sudah meroket, semoga kita terhindar dari kejahatn elit global.",1,1 bulan yang lalu
@FaizahAmra,"Sepemikiran, disaat rakyat ribut soal ini, mreka kaun elit sedang menyiapkan entah apa lagi, mngkn kah virus lg sprti covid 19, we don't know",1,1 bulan yang lalu
@havanaohnanaaas,Yes setuju,1,1 bulan yang lalu
@kikiiikez,"Mau nambahin pendapat dan Teori gua kayaknya ""mereka "" ini emang udah ga sabar bgt nunggu momen dajjal turun yang mana mereka emg tunggu, wallahu'alam ya tapi kalau liat dari ceramah ustad kurang lebih gtu😢",1,1 bulan yang lalu
@sekargambuh2737,​ @kikiiikez  dakjalnya emang udH turun dri dulu2.. ya para elit global itu dakjalnya..dan sistem yg mereka bikin utk dunia,2,1 bulan yang lalu
@tetaa1938,Ini lagi aja komentar template bosan bacanya,1,1 bulan yang lalu
@mnm8dotcom,"jelas bang, buat ngalihin perhatian publik dari projek utama mereka para elit global",1,1 bulan yang lalu
@Biji_Kembar,Anda pintar Jeff 👍😎🤣🤣💕,1,1 bulan yang lalu
@IchaAbdul,"Nah ini, aku sangat setuju. Aku jg kefikiran gini.",1,1 bulan yang lalu
@AyuRosyidah17,Mantab,0,1 bulan yang lalu
@theculun451,S7 permainan cia mmg bgitu alurnya.,0,1 bulan yang lalu
@annisaeyesha4153,Iya Dan yg di share adalah sesuatu yg gak mungkin bikin ada yg ketamgkep,0,1 bulan yang lalu
@DedeIrfan-vm6ih,Perasaan komentar mu muncul mulu di instagram deh,0,1 bulan yang lalu
@NorSelalubercahaya,"Mm,",0,1 bulan yang lalu
@ruppiify,tim menyimak saja.. kencangkan moral dan agama sebagai benteng individu,0,1 bulan yang lalu
@De-b3z,Betul👍👍,0,1 bulan yang lalu
@ahmadmalikmalik8800,Setuju banget sih. Ini cuman buat pengalihan atas issue yg lebih besar lagi.,0,1 bulan yang lalu
@renaPutri-z4x,Kok gw ngeliat pulaunya kaya ngeliat banyak ular y😮,0,1 bulan yang lalu
@VeraSoniya-q9x,"benerrrr, kayak ada hal lebih besar yg lagi di tutupin,  hmmm jangan2 nutupin board of peace nya trump sm netanyahu juga",0,1 bulan yang lalu
@itsumosaikou,sependapat,0,1 bulan yang lalu
@4tuneflowerlie353,exactly....yahh ini sih kyknya permainan nya si donal bebek ...ya gak sih?,0,1 bulan yang lalu (diedit)
@AnnaSlmch,True!,0,1 bulan yang lalu
@teenboy2434,Njir lah bener2 emng pengalihan isu sih biar orang gak fokus kelain,0,1 bulan yang lalu
@mrpwr-h3d,"Pemerasan itu biasa di politik dan ekonomi, kalo disini disuruh korupsi dulu, abis itu di peras supaya nurut, sama dengan israel, epstein ini kaki tangan mossad",0,1 bulan yang lalu
@AnaTriastuty-b8r,Nah baru kali ini nemu yg sependapat...,0,1 bulan yang lalu
@uzifauzi3370,"Bang Hiro lupa ngebahas soal janji Trump waktu kampanye, Trump janji kalo dia jadi presiden dia akan membuka 2 file rahasia besar yang salah satunya Epstein's file, sampe dibikin undang undangnya kan sama trump",0,1 bulan yang lalu
@arifahprassss_20,Agree!setuju bgt sama penjabaran bro yang satu ini,0,1 bulan yang lalu
@Pikachulalala,"Tp itu udh di tanda tangani sama presidennya sndiri, katanya..",0,1 bulan yang lalu
@unluceler,Mereka lagi nyiapin hal yg lebih besar ketika orang2 pada sibuk dgn file si jeprik,0,1 bulan yang lalu
@dsul0912,hm setuju,0,1 bulan yang lalu
@saeroni6606,"Ya pasti masih ada yg diumpetin rahasia lain,tapi gokil sih sekelas pangeran andrew kena jg.",0,1 bulan yang lalu
@febiola8188,Bener juga ya,0,1 bulan yang lalu
@LEKKIS1997,"Pertanyaan cuman satu "" YANG BERSANGKUTAN AMA SI IBLIS INI APA DI TUNTUT JUGA "" hm",0,1 bulan yang lalu
@diyana1828,Betul. Ini SILIT GLOBAL lagi mau mempermainkan psikologi kita. Krn di belakangnya jepri ini pasti ada yang lebih kuasa.,0,1 bulan yang lalu
@iswandiwendi4947,"Mngkin buat ngalihin iau infansi iran, atau palestina atau mnkin buat nutupi kondisi amerika yg lg tdk stabil",0,1 bulan yang lalu
@dinosaurslifes,Sapi merah intinya mah,0,1 bulan yang lalu
@BlackDiamond-sw8lo,G 30s PKI kok belum dishare ke publik y.,0,1 bulan yang lalu
@keranjangmaima,"Aku mikirnya malah cuma pengalihan isu aja, soalnya untuk kalangan elite global dan kepolisian internasional ini tuh udah dari tahun 2019 dibahasnya. Apalagi filenya ini keluar di akhir tahun 2025 yg dimana petinggi2 negara pada saling jontos dan ada jg yg ""akur"" banget. Biar ga terlalu ketara aja sih perbuatan mereka, dan kita semua sibuk bahas ini.  Trus tempat2 yg si mang jepri ini punya tuh sering banget dijadiin kayak hall acara pemberian penghargaan dsb gitu loh, jadi banyak artis2, pemuka agama, dan para elite global yg hadir disitu sbg tamu.  Yaah ini sih cuma asumsi aja yaa, kita semua ga tau yg sebenarnya terjadi seperti apa.",0,1 bulan yang lalu
@pugohkhavid4299,Ini ngapa komen begini template dimana mana dh,0,1 bulan yang lalu
@sucyrahmawati2547,"yes betul, ini pasti info untuk melindungi sapapun yang paling berkuasa",0,1 bulan yang lalu
@AndiricaTrielviana,"Emg tok4i smua elit global gila"" kuasa. Hihhh",0,1 bulan yang lalu
@ikeeardiani6684,Aku juga kaya merasa kaya nya mereka lagi merencana kan sesuatu yg lebih boom lagi,0,1 bulan yang lalu
@sekargambuh2737,"Iya ibarat mereka lg buang2 bekas bungkus dan sisaan makanan yg udah mereka makan,kita ributin. Sementara skrg mereka sdh masak lg dan  otw makan2 besar lg",0,1 bulan yang lalu
@lukmanhakim4785,asumsi lu itu mah 🤣,0,1 bulan yang lalu
@YuukieMLBB,"bener bg, aku jdi merinding. Banyak bgt kejahatan kaya gini yaTuhan🥲🥲😭😭",0,1 bulan yang lalu
@Savana_zahra,"betul, makanya kenapa filenya dibikin 1"" sampe 3jt lebih, karena biar kita fokus ke kasusnya epstein, aku juga mikir kenapa baru dikasih sekarang waktu US udh bikin huru-hara ini itu, kenapa ga dikasih dulu 2019 waktu Epstein abis meninggal kalo alasannya biar lebih transparan",0,1 bulan yang lalu
@faradibaaulia7476,"Ada dimana mana bah komen ini wkwkkw, kemarin diigoy ada, tiktok jg ada wkkw",0,1 bulan yang lalu
@abdu7095,"Ini bukan ranah intelijen bro. 😂 ini sudah Komunitas global elite dan elite Yahudi..  Bukan intelijen seperti militer atau polisi biasa bro. 😂 jadi jangan disamakan 100%  DoJ dan CIA sendiri secara berkala merilis file2 rahasia yg umurnya diatas dari 50 tahun ke publik.. Walaupun file2 JFK sampai sekarang masih misterius  Terkait intelijen militer. Ambil contoh di indonesia saja. Jika intel BAIS dan BIN buka bukaan ke publik, maka bs jadi akan menggemparkan publik dan warga sipil. Karena 90% permainan intelijen adalah pekerjaan kotor (dirty works), bisa jadi mereka sendiri yg mensuplai amunisi ke kelompok OPM di Papua, beberapa anggota intel menjadi penyusup dan koordinator saat aksi kerusuhan, dsb.. 😂  Dampaknya akan bahaya dan bisa mengguncang stabilitas politik.   terkait file2 CIA, kalau CIA sudah ada SOP nya jika kasus sudah berumur 50 tahun lebih, maka kasusnya dibuka ke publik, walaupun itu jg tdk 100% dibuka semua  Maaf, dari komentar anda, Anda ini masih ORANG AWAM dan pemikiran anda ""terlampau positif"", IQ anda juga sepertinya terlalu rendah untuk memahami kerumiten intelijen semacam ini. Respon anda untuk memahami dinamika dan kompleksitas kasus ini jg sangat mainstream dan sangat ""awam""",0,1 bulan yang lalu (diedit)
@Noor-ob4xi,That correct ❤,0,1 bulan yang lalu
@JoyoPutraPerkasa,"Setuju ,,",0,1 bulan yang lalu
@adriyansyaputra4484,"Takutnya ini hanya pengalihan isu, tbtb ada gebrakan baru 😮😮😮😮",0,1 bulan yang lalu
@alpucatmeow,😮,0,1 bulan yang lalu
@tarisya2064,"setuju, gw rasa ada kasus yang lebih gong lagi dripada ini🙂",0,1 bulan yang lalu
@arozrosanov4305,"Setuju, pernah inget waktu di berita kemarin ada salah satu kejaksaan/menteri atau hakim.. Gatau lupa.. Itu dia ngasih statement soal eipstein files intinya dia bilang ""kita itu transparansi lho! Kalian kan yang mau kita transparansi? Ini sudah kita berikan! ""  Jadi ya bisa jadi ada dugaan/ kemungkinan mau mengendalikan ""publik"" dengan ngasih embel² ""transparansi""  Logikanya kalo mau transparan harusnya smua nama yg disensor nama atau foto korbannya aja, lah waktu eipstein files di email itu beberapa petinggi elit namanya di [redacted] sensor.  Buat apa lagi kalo bukan ngelindungin tersangka lain??",0,1 bulan yang lalu (diedit)
@Kania1212-i2m,"Setuju ,,,masuk akal bnget",0,1 bulan yang lalu
@viselviana142,"setuju sih, aku mikirnya ada bisnis rahasia yg dikerjakan, kalo masalah gadis2 itu semacam jamuan kayaknya, jadi mereka bahas hal2 rahasia terus pesta2 buat hiburannya",0,1 bulan yang lalu
@ardi93vlog,masuk akal sii .gua juga sepemikiran,0,1 bulan yang lalu
@Sirianhalfblood,"betul, selalu ada distraksi dari fokus utama. tetap eling dan waspada sebagai manusia.",0,1 bulan yang lalu
@safira6340,Uu baru 2026 cenah,0,1 bulan yang lalu
@umbrastudio8069,"Menurutku kalo dikasi bebas gini, berarti pertanda ada sesuatu yg lebih besar sedang terjadi. Dan ini dijadikan pengalihan isu.",0,1 bulan yang lalu
@misheyla783,"Betul gue jg mikirnya kesitu, makanya ga terlalu mantengin konten2 kek gini sbenernya tp karna bang Hiro bikin video dan suka nemenin gue sambil kerja, yaudah gue dengerin aja. Cmn gamau disubukin bgt ngmgin kasus ini.",0,1 bulan yang lalu
@AnnisaNaufalyn-f7h,bener banget,0,1 bulan yang lalu
@SarahMaya1999,Betull Lebih tepatnya ini mungkin buat nutupi kasus baru yg lebih gong,0,1 bulan yang lalu
@Zanirah-v6h,Abis buka filenya emang kebayakan gambar2 biasa aja sii,0,1 bulan yang lalu
@miecin22,politik pengalihan isu,0,1 bulan yang lalu
@RisyanIndrajit,"Betul sekali, publik sibuk bahas file ini, sedangkan amerika dan israel sedang bekerja di balik layar untuk mendapatkan tanah palestina",0,1 bulan yang lalu (diedit)
@mubinscraft3831,Betul itu.... Menutupi kasus yang lebih besar lagi dengan ngumbar kasus lain yg lebih kecil menurut elit global,0,1 bulan yang lalu
@HenrikusPrasetya,Bukan,0,1 bulan yang lalu
@inimariaya,"takut bgt ini jadi pengalihan publik, yg ternyata mereka punya rencana lain",0,1 bulan yang lalu
@nuraafnihh2051,berarti bisa jadi cuma buat pengalihan soalnya pasti ada hal yg lebih wow lagi yang ga kita ketahui,0,1 bulan yang lalu
@diannovitaevrida6990,Sepemikiran,0,1 bulan yang lalu
@angelalexxandra,"ini rada2 menurutku, klo ga di share salah, di share jg salah. eipstein file dipublikasi karena tuntutan warga US.",0,1 bulan yang lalu
@nuninunita,tul,0,1 bulan yang lalu
@salwanabllS,Kan yang nyebar pihak kepolisian😂 masa polisi yang berbuat😂,0,1 bulan yang lalu
@Aillaa581,Yupssss.... Karena ada agenda baru yg lebih jahat,0,1 bulan yang lalu
@lanelz,Baca dri pikology bang?😂,0,1 bulan yang lalu
@foreignqrisyantenium5730,Mereka lagi pengalihan dengan ICE alias institusi yang bermasalah di US sekarang,0,1 bulan yang lalu
@GavinNadine,suamiku juga bilang gtu kak,0,1 bulan yang lalu
@rezazana732,pdhl sudah dr kapan org2 mikir gini kok. netijen sedunia menunggu kejadian apa yg sbnrnya direncanakan dibalik terbongkarnya rahasia ini. lu aja yg baru nyadar bg😅,0,1 bulan yang lalu
@syakiraputri1975,Jangan² pengalihan isu.. Menutupi mslh besar lainnya,0,1 bulan yang lalu
@vivifalihasada11,Sepemikiran,0,1 bulan yang lalu
@autoplay-l6g,"mending kita gak usah nyari langsung di website resminya. soalnya baru2 ini ada info Perang dunia ke 3 12 menit. menurut pidato setanyahu. mereka akan melakukan perang melalui Smartphone.... apakah  melalui file ini, mereka sedang memasukkan bom yg tiba2 meledak pada waktu yg mereka rencanakan",0,1 bulan yang lalu (diedit)
@flowerescapes,"bener. harusnya fokus utama kita sekarang ke trump dan tetek bengeknya yg lagi otw ngehancurin timur tengah. presiden kalian juga join nih, jadi mending kita fokus ke situ.",0,1 bulan yang lalu
@KingJinmong,Betul sih kayaknya merrka numbalin anggotanya dulu kasus pididi sekrg epstain,0,1 bulan yang lalu
@62neons,"iya kan, ngapain di kuak kl org ny ud meninggal, tp Krn dirumah ny ada topeng manusia JD gapercaya itu dua wkw",0,1 bulan yang lalu
@snowy5869,"Iya betul, sama banget sama kejadian yang nimpa orang aku kenal. Dia taunya setelah udah dilepas sama pelaku pesugihan celana curian dan lidah babi. Jadi pelaku ingin lanjut sekolah di UN Jabar. Trus dia (GP)melakukan pesugihan menyembah setan ifrid.  Sampai menelan banyak korban. Kasian korbannya sampai hancur hidupnya😢. Semoga pelaku mendapat ganjaran yang setimpal. Pelaku syirik. Amin",0,1 bulan yang lalu
@vinsmoke4035,"Yoii, ibarat lautan yang baru di jelajah 5-20% aja",0,1 bulan yang lalu
@Norhidayahel,"Menurutku emang sengaja disebarkan kak ,buat nutupin atau ngerjain sesuatu project besar biar gak diendus publik ...karena dulu udah ada isu isu ini .sejak si Epstein ditangkap ...",0,1 bulan yang lalu
@rusmantotuginozubaidi3163,"Diduga datanya sudah diolah oleh pihak penguasa saat ini, pelakunya aja sudah di matiin atau dibungkam saat berada dipenjara",0,1 bulan yang lalu
@Semangatbaru888,Mau asli mau sampah setidaknya itu slah satu kkekejiannnn yg di lakukan ni meski ga semua cuman kebayang ga si gimana yg gongg nyaaaa,0,1 bulan yang lalu
@bungavt68,"kalimat awal bener,kalimat akhir nggak selalu begitu. its not like that. fakta itu gak gampang buat dibuka n dikasihtau ke publik,intinya lo tetep harus mikir..semua informasi tetep ada teka tekinya. yg paham terkesan hanya orang2 tertentu aja sekitar 1-2% kemungkinan dari semua yg masih hidup",0,1 bulan yang lalu
@alpharomeo9505,"kalau saya mikirnya itu sengaja disebar untuk ""test ombak"". Tahu kan sekarang penguasa2 itu tahu kalau rakyatnya tahu dia jahat. Tapi dia tahu kalau dia ""aman"". Nah karena Epstein dah mokad, file ini dirilis, sambil nunggu. Kalau ga ada gerakan2 masif kayak gulingkan Trump, boycot artis2 yg terlibat, berarti kan aman kalau kejahatan serupa dilanjutkan. Yaudah lanjut.",0,1 bulan yang lalu
@HalimahGusti-p7l,"Menurutku masih ada nama terking and mungkin orang itu yang menyuruh orang bunbun Dy,ga percaya juga kalau Dy udah meninggal",0,1 bulan yang lalu
@hamideot1260,"Setuju,sepertinya berita ini berita sampingan buat nutupin yg utama, yg jelas pasti lebih besar..",0,1 bulan yang lalu
